PUMA2020,q,population,H_S,homeownership_rate,total_owner_occupied_home_value,mean_rent,mean_labour_earnings,mean_labour_earnings_workingage,mean_income,mean_income_workingage,delta
606501,405294.9063846199,186546,314304.4715614872,0.534748153430114,1.5094749583313936e10,1040.195800807451,39565.90104428959,52598.33027147215,57306.08905881715,59656.72921260636,1.9801938257143221
606502,405294.9062768173,131953,283223.6980218735,0.5183629736725914,2.56051816916673e10,1378.796461529067,56089.90344175651,84836.82659,116211.1088418992,127417.8728922998,0.2360478581784173
606507,405294.9065022323,174601,211544.81103778395,0.6803833040903535,1.179786754094635e10,1321.847264613438,57757.43202358598,77075.02735017969,80564.17826800921,93463.95122672788,0.24329324183416487
606509,405294.9064236855,133883,155160.70170710178,0.6458872348134264,1.0053070093900982e10,1741.154232,72207.39536,81788.60612246662,93585.83769126289,98695.85564621529,0.23335840868061447
606511,405294.9062791725,170401,177842.57728038513,0.475664583,1.0354829689057865e10,1530.535586489533,62796.64004231138,81164.52084882138,78399.27279012451,94107.40268698861,0.023746266052674957
606514,405294.9078301167,174806,184852.35475026938,0.6766518882875464,1.3811831851427006e10,1643.514009655269,92321.9634078443,107787.9243300467,112521.6992260155,123697.5793371346,0.056419793336804885
606515,405294.9065903821,159907,337606.2540478926,0.431425027,1.8502315418350014e10,1393.723469254991,55743.65850193808,82854.87148730006,100225.5055387784,105939.2607034962,0.3325120683324834
606516,405294.9068,105256,134318.06192742015,0.7285920325697991,9.816998643662804e9,1678.363837065389,78584.90050311612,91249.06199455984,108246.9698880766,116657.0836313607,0.13959524861029735
606517,405294.9063,117025,149333.37446888667,0.7285490077312948,1.0913705001442764e10,1678.248917060585,78575.88084354691,91242.61249268692,108236.3050636077,116647.8943210102,0.13961038903743786
606518,405294.9064064386,104737,111873.4233068205,0.6079960462580956,6.966031829972368e9,1638.846767333055,71020.55370047932,85532.12391,88088.61559436645,96468.52138,0.059713371535871876
606519,405294.9063,103154,107914.33858289356,0.6473318022007523,6.61100301283684e9,1654.896517858192,73022.82630704512,84732.32826467416,89943.37746800859,95524.50421059459,0.06062758714664085
606520,405294.9064167362,151005,177595.46359401973,0.4297244124164266,1.1874264078309114e10,1574.270689408428,62553.68906454404,90016.82308380376,80560.25200425554,101821.4475192047,0.056608921773098515
606521,405294.9068273236,108390,135435.69436819942,0.714235418,1.210432201503244e10,2086.578254489072,110005.2365423646,131817.9864668455,139108.7103987304,150979.5707246013,0.09388499728230663
606522,405294.9062647363,137302,157600.10830223683,0.5938461995856414,1.2235217904337498e10,1816.051017675549,84085.61895,105012.0259168148,103455.8626,117273.5316867828,0.028950953741168677
606523,405294.9069601597,140891,183584.7775020189,0.6525260433858411,1.4235002477193735e10,1660.048702379343,71879.70914961302,88655.8347310124,98087.21687593042,106719.2806,0.16975326554023926
606524,405294.9064864104,185773,245544.29322251162,0.6626883462897487,1.970257838032135e10,1915.516932135345,85701.71224610259,99670.99742926477,112289.4118607867,119306.4437766911,0.0883356042202789
606525,405294.9063,132555,156134.56199157896,0.6121833492492833,8.485097697986953e9,1370.972778522981,54288.99773877478,73826.19281109853,79428.89669,91755.17786877985,0.19882398490948516
606701,401775.8137285982,111579,162701.1701672016,0.5556852736722675,9.979479250484932e9,1468.218184,58777.35571045801,75279.63693726249,83587.1579749547,89848.02533971518,0.0929731588063769
606703,401775.8125,119575,182456.42825124937,0.5526336932998557,1.5575396736984053e10,1397.490703047543,64930.48668666732,94486.46088515037,102708.4994,115638.0774946045,0.12792977313645287
606704,401775.8125,137958,170885.45443426707,0.3793067240912933,6.309304531919419e9,1269.926919,46242.68408632278,56236.93872,63732.85007095337,67758.57984924316,0.11879044163322716
606705,401775.8137045609,123062,180621.84590941534,0.465874261,9.493484633866064e9,1553.235086525729,86959.44870480806,96885.92182445124,106091.2206551366,111953.9694523187,0.32977184618102495
606706,401775.8137114499,126366,159438.84251674733,0.652710917,9.515043611800097e9,1416.131185817523,61605.35226652168,72226.24602,83163.41618740498,89226.96565835226,0.22791296798325794
606707,401775.8132687222,133374,208458.4269059509,0.3765989612885073,1.5766107069037363e10,1289.383269,63642.46413,83616.21539655994,86057.76033240686,96496.20045649179,0.08580496492293027
606709,401775.8136189635,147629,192161.2848979645,0.4771006817586496,1.2379896205570923e10,1426.910965354895,58851.74849674199,75467.28582815919,83541.31220030412,88784.69112188835,0.09862088079843843
606712,401775.8140098907,118728,176831.70262548066,0.5809984702751296,1.5865302970477898e10,1711.985836095436,89962.25361340209,128094.1957573514,120727.4594305413,152865.2422474679,0.19094243772788233
606713,401775.8125,105450,142627.30676166737,0.5729391877635984,8.269362657770355e9,1361.073891186707,66854.7576110929,80564.77558286676,93052.30506462241,96386.25505941114,0.27780975822700854
606714,401775.8125,141800,159821.69238120507,0.4437191456378662,6.699663676084183e9,1288.825161253755,50138.31672388512,60261.00555,66971.77138005366,70228.77205151535,0.19753836272360656
606715,401775.8125,106336,151299.40531456497,0.7151858918368816,1.3209252261945942e10,1498.193874359131,86615.54174804688,104038.6362304688,117382.9304199219,128031.9504394531,0.1669497330471936
606716,401775.8125,109195,155862.4456403753,0.7039637334707436,1.3743370497442076e10,1510.983163395664,81419.91424629092,102206.7321206927,110932.2439205572,124384.8298111632,0.2512719063559059
606717,401775.8133241594,104003,136560.74092628094,0.6569922920839503,9.159767121187029e9,1511.090033906854,69464.05940924512,94975.46010916804,95940.98963156586,112799.0317029988,1.2715705471241479
607101,368488.8125844727,141621,228476.27208948394,0.3984709505327905,8.063056492520857e9,967.6722686812587,43922.48857035264,59084.56068646874,61659.57209645427,72174.82152596925,1.8215059834432854
607102,368488.8128302722,188899,225036.13020309227,0.4115594398999747,7.039030272588289e9,1171.709150990471,41222.32614004612,55631.67699849606,54272.73348593712,65802.45694088936,0.04973040486351083
607103,368488.8125,183441,220209.26456145398,0.6805175521440106,1.2561414697788988e10,1154.960980057716,51404.69150829315,65333.69810342789,77010.61426019669,83875.42344903946,0.023237836018589586
607104,368488.8126323798,120206,275117.53551111516,0.4346379114830015,1.1868919701775274e10,1399.842115546702,53722.59262166862,72354.03666969715,78498.36499067605,91980.83760693751,0.09310496321164521
607105,368488.8130725902,147345,197209.89494020998,0.5217006991523079,1.2595100800151173e10,1502.345078817058,71055.61405953969,99277.58573130771,100998.1996759993,116570.5253,0.01320342095673005
607107,368488.8125,113673,109121.47026403522,0.41169348,4.830366929709828e9,1214.369378887612,54700.65176533884,69346.08704831917,71367.84412,80120.04711200227,0.005559565244930581
607108,368488.8125,177845,180100.9780078819,0.4786874160555286,7.344267419267293e9,1140.136407597864,44840.68531158287,58601.78000695445,60934.38811720908,69923.90851207357,0.004395513415600115
607110,368488.8127608743,110688,113439.9011053727,0.3965435693302546,4.867459038182141e9,1219.994961370951,56538.02792923475,68707.40563628926,71812.46051622537,79758.81024274997,0.004179190087327599
607111,368488.8125,174456,233608.1406699841,0.6123856276152857,2.1153805510633224e10,1972.671103444838,81482.34647355089,99604.75893612346,105433.9225443434,116147.2349346811,0.004462675094638372
607112,368488.8137,127336,154494.50399646623,0.5621181711568131,1.3958574568563475e10,1611.375867035395,75076.17564581777,93161.58546032081,95682.98509,105645.4046432946,0.003547800168272461
607115,368488.8129580052,122576,125787.68190466445,0.6895134228427424,8.382183528569392e9,1495.534361071072,82538.22852304373,93230.68981987113,101788.5976019768,107888.3399518025,0.005801464249683034
607116,368488.8144080371,112249,146033.69318367314,0.4047796404760181,6.192725868266168e9,1219.926562986685,54330.40739549254,66361.39229,73005.2267685552,79980.51773842098,0.007395392997577709
607117,368488.8125,110645,112126.67392738712,0.6119629032619684,6.121817956733949e9,1276.603352198552,69319.76111053862,76304.1404890567,87748.03848342411,88810.25246350653,0.004107947060269266
607118,368488.8129360316,180848,193298.87070411097,0.4962339203832691,1.3291493583037594e10,1653.110631067719,63781.34272137456,76420.32710901601,82714.78779801536,89826.95904046323,0.0056559301013326116
607119,368488.8146152197,169826,228746.61821335103,0.5711284082365324,2.2294488716571278e10,2050.030812149053,76480.85557628796,98287.64430659637,99638.34299745038,117620.7263280638,0.00860602732022233
607301,618044.7502,196491,239034.22867198347,0.4143359716660635,1.8660583233655773e10,1877.777144779827,63677.23631826636,90580.41274,80092.46272969795,104670.7586856981,0.03654740054214057
607302,618044.7501597439,125831,176466.13416109368,0.6242515457184243,1.6620209978062967e10,1219.126498418399,58842.81406815926,77506.12954018328,100483.7180284879,112088.004,0.4086480933111897
607306,618044.75,144300,184660.92133164514,0.5491566979424367,1.9659063136993713e10,1746.03233,69644.69247187526,85066.20161291916,96314.75691297534,100087.6652588106,0.018446608723336526
607307,618044.75,112315,165993.5806288464,0.7298193955089637,1.672336169972956e10,1544.188902,86409.76582680031,115336.3853620588,122792.5248389686,142803.0256952399,0.057768000665005925
607308,618044.75,128327,187510.09568033708,0.7454725770990608,2.9078567344808586e10,2309.019103431283,111584.8011880199,148489.4842912991,151105.0560444084,169197.9540026724,0.011406702888394635
607310,618044.75,165369,269112.69544122426,0.3930943896246982,5.093444132122623e10,2414.211071221086,92121.04486536238,130907.6860337236,137237.1815717104,155237.7767529089,0.005136110979184729
607311,618044.75,123938,196825.59184107138,0.6898915020011591,3.4196358006419003e10,2441.845087833368,165630.2437676929,191511.4222242762,199076.2762208162,214957.8010082517,0.008449648799203492
607312,618044.75,123738,162015.38339241693,0.379860275,1.2324799390287172e10,2215.257963705345,88116.55655,109541.5424942888,112272.1011773838,121673.6941404137,0.010295258627429478
607313,618044.75,189588,238821.43433249998,0.5321677914441914,2.18491409760537e10,1517.974395453261,61495.70069957804,78512.25224426482,90007.59429705003,94856.13743947446,0.006590729053148064
607314,618044.75,159220,225178.76864507096,0.5623714194749871,2.332059845941008e10,1841.194860045433,85943.36240625003,114974.7168141012,121519.0629411053,131735.9246038273,0.00905600718027006
607315,618044.75,166232,224815.36481250904,0.4062263677866582,2.0038082407119896e10,2030.547626902669,78035.66260592546,103180.8350121435,99215.80939914286,118433.2926,0.006141951371270294
607316,618044.75,178604,257665.33846609862,0.2072400847101044,1.9317378222639355e10,1691.912838561999,66602.76462413231,88096.32149,86020.93052410334,101080.2531110216,0.0030033490027042836
607317,618044.75,164963,201429.95197709036,0.3545806504867102,1.9542488229233463e10,1536.419243640383,66057.04428709298,83791.51702801978,87159.5326492917,100355.5576034263,0.003700495866454246
607322,618044.75,141103,158912.71232120178,0.4099582865384059,1.0052112412189734e10,1647.594812537172,63142.47554441961,84036.7618129751,76534.91579757922,93286.39289020398,0.010382687531756297
607323,618044.75,116522,144636.59112326842,0.5257722499863142,1.3419911508499228e10,1731.784410847446,71171.14687982248,87044.33809272246,98070.17780672573,106499.4687,0.01102372670935305
607324,618044.75,131292,201166.79894286173,0.5676718151869711,3.145825793024641e10,2315.023991820039,102068.2991383257,132103.9906941066,142045.8784878491,155973.6448820406,0.008481399916092508
607325,618044.75,126224,175317.3993577153,0.5352628012592859,1.4668684070012735e10,1808.368046941659,79702.46090497912,108433.1472984891,100492.6708,118873.3406798205,0.012168956778893738
607326,618044.75,173372,287946.3316639109,0.5765640618850485,5.4972947835341194e10,2519.608241569869,113789.7813238523,150134.2667361187,165209.5156853561,180643.1599,0.013541308166955795
607327,618044.75,149834,165368.55293458502,0.5844928649476415,1.2351340467462776e10,1588.877736551454,66341.28955314448,79992.96091358643,89410.42096745037,95728.50792364683,0.003921600318004758
607328,618044.75,132376,164157.05643681207,0.5716956426105917,1.543377294124558e10,1787.664161506804,71064.22958239987,95030.61204706671,100841.3423588208,114451.1999157787,0.05148276572075289
607329,618044.75,168881,230441.85461128995,0.6659760091905408,2.333414871611479e10,2125.222372566366,87248.01470656824,113580.5288169343,125422.9794225208,138209.5762334004,0.012250379096473547
607330,618044.75,180114,195910.53744974264,0.355204703,9.930855409057953e9,1505.935625263478,51634.54068936315,67565.80023146099,68853.62331565906,78566.06607,0.004253800564635026
607507,1.310165254812821e6,115070,130373.56181093115,0.5792609561750339,2.2837439711261272e10,1406.013455459848,82391.31849996746,106164.2483562082,114141.6516074836,125737.6666294634,0.022614563965235222
607508,1.31016525e6,100221,143327.668379931,0.2345530397057088,2.4954968641594326e10,2416.498893,134049.0663487845,179105.7842615237,167354.3316064723,204578.5097,0.01803416293234561
607509,1.310165251521279e6,115773,175743.7808621035,0.1691004625132477,2.1675242970470627e10,2540.368213854274,148058.8328320009,182217.8973134138,175849.8258633054,204932.8563,0.010493327327124373
607510,1.31016525e6,107058,138090.48662563882,0.1783614956962083,1.5531738032317287e10,2290.634209997486,131340.0701721013,162806.1454199553,148938.1421719193,180142.7382013798,0.012540463091612816
607511,1.31016525e6,128619,189161.1028940185,0.3346171933892605,3.7387560553380394e10,2796.706571767266,168292.2871338046,202306.7093546571,200154.0126999773,227742.0889163887,0.010415058530028515
607512,1.31016525e6,100691,134617.48107482388,0.4562143880687657,2.6050012876897083e10,2575.241327112398,141925.5428938086,199559.6423808339,176008.7592934356,221316.6723746769,0.016172845188784465
607513,1.310165252749039e6,104289,126014.05623740761,0.5299346684095294,2.5650656957351837e10,2631.022113369399,144175.9047,197271.5239859372,180232.1537381085,224385.1435,0.024896938003116535
607514,1.31016525e6,102244,156105.0433841163,0.2073501712166035,2.3252101131514217e10,2564.053183555603,148224.8916473389,186243.8172235489,179896.3004388809,211080.2898693085,0.011865316272286531
607705,400276.125,197729,238716.2533108589,0.505386198,1.1117977566447927e10,1382.063990995288,57581.39637422562,76000.87266,78682.29608631134,89642.25050449371,0.11717929301783565
607706,400276.125,170975,188526.23881120226,0.4695868228001482,8.435080368544176e9,1161.478964936223,54408.24515921939,74097.61790800252,73618.10606131777,89658.15800533569,0.1436897004915368
607707,400276.1258001973,126319,158238.97927451902,0.5737326672093067,1.1656307518542057e10,1719.872573718213,82270.53705773117,102029.2678638032,100414.2527,114347.8566365483,0.739964453880918
607708,400276.1255136156,163651,215224.810398932,0.5521236775231758,1.8532825982540638e10,1285.277133,70776.0277965739,102952.5264842179,94925.20243192416,121596.7332858375,2.5001441799772293
607709,400276.1252621809,120559,151027.41793107477,0.5736557063646615,1.1125768119372995e10,1719.602810204029,82267.69112,102044.0846672058,100415.4147,114366.9882,0.7402654164502023
607901,632671.1877150718,168697,262912.19882529014,0.4523289058068693,2.7730976203317986e10,1701.025722,53054.23738940422,79400.93708,87498.5634573404,101640.6964,0.15811765071396466
607902,632671.1879,113727,178164.79276900965,0.5174705544563835,1.677981460099932e10,1447.874983445683,58030.23922879442,83326.569500277,95942.08839232195,115812.9055426917,1.341572244705588
608101,1.339887251781204e6,142648,182645.92412764026,0.5722683967761695,2.7980457361221474e10,2479.348849675135,105668.5698,133558.4702062687,139043.5590060125,157738.2420706104,0.2968722648846377
608102,1.339887251424741e6,123800,157086.35542382582,0.5794237781792617,2.5801486700710087e10,2428.641169544309,110455.6485087872,144222.7350416183,143581.8398327827,166930.6169,0.36014766831484335
608103,1.33988725e6,110800,157114.90061112153,0.5327552281378303,5.23386970942891e10,2758.232183933258,139024.9013290405,179686.0756912231,178993.3464355469,211939.5915679932,0.23427283255537706
608104,1.339887250689403e6,129709,197278.9224584569,0.5265284400453996,4.327360882617208e10,3292.977443953831,144836.0771577737,200608.6768973153,195632.0596900106,232917.7143967113,2.8842359184990913
608105,1.33988725e6,139778,195644.75815054096,0.450508436,4.910328937728111e10,2759.376667261124,164645.2484,201218.0613937378,207244.4554,231798.8974304199,0.3349985945688735
608106,1.339887252478393e6,117707,154417.86753431338,0.5973809169232709,5.573542063159229e10,3157.816517280415,177050.6421334744,233431.1902983785,230230.3887107372,267819.4664146304,0.6403577713574995
608301,622571.9381099122,134057,143038.25157035503,0.5216709608033017,8.549891690257954e9,1540.704350436608,67093.3554902073,82193.49905010569,88958.70255194527,95827.64819442347,0.022499484606523977
608302,622571.9378,108260,155987.35185753592,0.5031473393705882,1.7803838235502766e10,1351.135465383741,57807.18075084995,89252.21370978002,96679.44734230026,114662.3430684322,1.342195920158999
608303,622571.9376328636,205912,285262.49509220204,0.3815386925214033,5.345258332769122e10,2167.348965292167,76933.07419090974,123138.4744502425,123205.5923,154064.5697801481,0.10456714245760368
608505,1.14112825e6,109318,140595.85468639346,0.6910201346281681,2.2457730683556717e10,2169.859225123015,109046.6692964025,138569.5614,138498.2931678761,160506.2183909211,0.06500495087894598
608506,1.141128250955573e6,128486,169989.22360650048,0.6100855840212605,2.6631135193574036e10,1729.946288282491,103034.7959972164,130779.8831081865,137465.6140304326,150106.8271707793,1.946628957552119
608507,1.141128251068588e6,143265,219765.6525331684,0.637352461,7.232290099958716e10,3499.176421675584,198525.3607382453,256411.3627122832,251399.0092082974,289934.1911871233,0.1764058590901985
608508,1.14112825e6,140927,212077.12728955128,0.4583021718596729,3.878772411418666e10,2417.076826,159334.9926,195671.2925842064,188337.5759534189,215333.3299602619,0.031732489092472026
608510,1.14112825e6,160284,199081.35155370602,0.5361714492734325,3.214392431956386e10,2092.614240733993,121266.4821618108,149287.4096,155036.5432406372,169876.2171226877,0.034075473727549106
608511,1.14112825e6,108867,142221.5291597507,0.527639076332105,2.2182278214066948e10,2465.345565,119304.1593484094,148400.1844,148180.5147114719,168537.4540641768,0.030113754806408762
608512,1.14112825e6,113250,166352.25784698038,0.7201243365873987,3.241644760546301e10,2468.786209039093,156415.6709085448,190385.9943937985,182620.4804,208121.6461672327,0.0664812359690089
608515,1.141128253906632e6,102829,156130.10900813338,0.4369448798111968,5.726624458074852e10,2843.629284462128,173079.3372820877,248713.0849144734,225549.9935635459,286470.5595689155,0.09859777178609697
608516,1.14112825e6,160703,215785.1784344535,0.4102542235070535,3.870783293382849e10,2837.291787720294,198621.7788704566,244771.7289553521,221705.2753075747,258317.8883726838,0.06354886845114943
608517,1.14112825e6,126117,161101.17124783446,0.3289343996089001,2.2897680849941425e10,2762.202287995459,159855.9882,192693.8907871183,175106.0348,203029.8511912353,0.04545441285292557
608518,1.141128251467328e6,108171,139413.42788407143,0.574121195,2.1522873464741325e10,2608.911148,142165.3002081497,177247.7096039639,160195.2144,187936.5669206224,0.04684748613475817
608519,1.141128250752192e6,167708,216120.97146528077,0.3628569521936227,3.1086683282443275e10,2618.644634188694,167851.9514157133,207932.8042729775,187902.1963,221488.6554220238,0.04482150500048654
608520,1.14112825e6,117246,143190.706312455,0.6922885830366073,2.4385764535837555e10,2361.699342912997,126521.0473930216,158169.4079537053,161722.6108844046,182512.1066465848,0.0743614659901462
608521,1.14112825e6,133325,129290.57867143844,0.518059268,1.600392027240815e10,2029.535758013546,107202.7999478839,132928.6502709687,125174.5655013137,144878.9685069062,0.030548600533160476
608522,1.141128250789094e6,115763,175737.83286744446,0.4370111683965661,6.442047267764311e10,2843.850544214249,173107.6398468018,248712.3582839966,225557.5706748962,286450.8658218384,0.09858617255090019
608701,842280.0644,153412,202555.86710067824,0.5830398821129967,2.9574381284063732e10,1736.769838411128,92278.91396602392,117773.6135259521,132650.9514364978,141218.0485045231,0.5079565526778578
608702,842280.0630231516,117449,176500.75930752486,0.4339274103366064,3.055479345672728e10,1951.858896157567,75687.08864714904,125148.2719364875,110198.7970213046,154301.7294480257,0.06085339420199584
608900,285405.0939,182155,290541.37210135284,0.5761711847702491,1.618612151426406e10,1099.623831901407,52034.35366025119,75495.75374091807,83572.09728883038,92751.98913573421,1.9136789451929639
609501,463354.6884040288,154611,222192.2399173082,0.5744526693888474,1.837899470415652e10,1785.127215147018,78578.92266845703,100860.2346572876,101885.5515213013,113185.2894,0.054933963968943705
609502,463354.6880974303,155753,205638.06320741848,0.5166939359102354,1.338339427855032e10,1793.444641126576,69946.93928948525,88147.40749675574,91894.56731047168,100099.1278098908,0.22337394819722037
609503,463354.6881736286,143127,210497.77182593598,0.5594445638646022,1.879812175177168e10,1679.616095030356,68286.57940599829,96052.62130482972,96108.42776809126,114120.1443277932,0.647268283663075
609702,656786.2512080184,126344,185946.46674439998,0.5240587094379716,2.046470409180701e10,1869.685227129772,77230.35893260874,103041.6189502035,108632.8831235617,123517.1672415384,0.29995259491685916
609704,656786.2503841964,121768,203742.57171494377,0.5744513714981577,3.568756478602756e10,1730.206887531844,70325.02233219896,104083.8799266911,122670.5246426785,141846.6286540775,1.7207762193374123
609705,656786.25,101323,142764.30843013388,0.501402599,1.3680308692894913e10,1732.383696,70657.96466081683,90905.81910593342,104225.1822707988,113787.2600124935,0.18030355000323423
609706,656786.251,139428,208272.81201822485,0.5629547085959317,2.5895727673747692e10,1730.547871254079,70377.33762526978,102009.7871402621,119767.5576114715,137430.5562373032,0.7339140439950655
609901,339116.4695756056,123567,144113.91629891144,0.6537247054090044,8.69212561544915e9,1250.865547097873,60849.70373340829,76224.91191628152,84017.24368,93931.89462603597,0.8922402163942534
609902,339116.4688,125755,135915.36761055767,0.4995077805937882,6.273103125160204e9,1273.283536402843,58412.24491349841,67222.76118765958,80377.36138,83336.94945571292,0.033431640292971965
609903,339116.4692,187249,252898.1616940793,0.5875376932303444,1.8610592249730595e10,1166.934313351416,64480.39927163594,84703.08199207764,90046.99677025157,102544.9539538976,0.4770869569882873
609904,339116.4688,116307,159822.18372377628,0.5187482297478709,8.173993133762543e9,1343.532824218273,56120.40972900391,74236.23177719116,79917.72257232666,89622.50098,0.027703709374786063
610100,314347.4069,181208,240059.29300340812,0.531472278,1.2945482013289362e10,1143.391328,63804.22961947382,78074.87509169054,85675.73984854121,94720.53597302272,1.050042485810341
610701,243783.5157530318,154048,208778.9578370972,0.536548359,9.01674349641313e9,1067.428279289749,58799.39117940278,82596.91464568416,80447.96051299867,93429.57640333625,0.06411963933728783
610702,243783.5157385499,162425,190238.95224928999,0.4782092428135997,8.380989943482156e9,990.7724343,51751.28442506065,61434.97371040635,74538.41860401354,76564.59159,0.1854433659516069
610703,243783.5157930775,156644,190213.18330011348,0.5407764718330376,9.174184622341747e9,846.3219492839943,57767.65111051764,67953.69960379614,79721.42469654928,81240.48443019646,1.678880194955876
611102,631422.6260963238,150570,229233.1143483477,0.6528352587930755,3.3895359558007603e10,2194.496060116653,108744.6936287167,145933.9943534532,149158.6849131426,176956.5233338736,0.09113824345957158
611103,631422.625,194941,216906.5313105923,0.4481940747263025,1.5607439161649406e10,1724.248295,63147.01894953847,77305.20918087661,85757.64549055696,91813.72435028851,0.03279437626985562
611104,631422.625,127723,175298.35025092837,0.5230256708309753,1.7514399020617405e10,1835.293424010277,67940.3985671997,87488.50072860718,100213.3396148682,104486.4908370972,0.07612757403970474
611107,631422.6252839328,110950,148646.07602713717,0.5807792806868106,1.8486262254601425e10,1500.612659995539,71894.24620506949,88507.2901402933,113726.8371050004,110349.8609882617,2.167713009906411
611108,631422.6252199489,129090,191697.13944228477,0.6058866453783411,2.0019319611893562e10,1799.998427749081,84554.75204034093,105097.5795428448,115453.2103681631,124160.2730293826,0.12192197898830737
611109,631422.6252493287,130569,177432.59723941816,0.5890416745824041,2.2116926226286564e10,2049.862230613828,85953.19443154335,110351.2352204323,133515.4498977661,139284.5307283401,0.22601780784194225
611301,475784.7818479823,101212,135045.85448069422,0.4291791185336992,1.1220107086808191e10,1557.915496476564,73085.60041961042,95746.54274307533,100959.8636357854,118117.2326798672,1.4841440038320024
611302,475784.7822654986,115191,153656.31905848344,0.4291840082846656,1.2735705913101896e10,1557.919675559966,73081.37770694886,95741.11566,100955.2160813592,118109.1027193998,1.468588199203523
800100,322196.7461876553,106335,188308.6858832011,0.5457446200703616,1.1975052702636929e10,1224.964568478178,67478.88403033966,80988.52898861538,86976.78183124562,92888.9998198694,1.7276647473150528
800200,578545.6682610377,121240,391246.86030506983,0.3401942572715319,2.537523608518372e10,1488.339604251617,89924.32054816393,92594.82062572961,130860.4612862768,126743.0785246191,0.4278748675334283
800301,420010.3126992643,104570,174772.99848863395,0.5835003103706959,1.3341105503783699e10,1367.390513186607,65679.10707999794,88393.82823891407,93867.74292442203,107119.4062292054,0.13406614272663026
800302,420010.3129101681,146602,233802.78938899565,0.5585733956150829,1.7596901114975582e10,1330.606902737281,67117.86859211614,89114.97853,92221.54871436852,104618.5794733975,0.1479129007649826
800303,420010.3132,107894,200098.863389598,0.6554184511655716,1.571516050206597e10,1473.574298158939,61530.13291510986,86315.13091283478,98619.73694139696,114336.7677,0.10554922822777751
800401,474830.5668,108651,193331.61763573383,0.7705413150490494,2.3943002300485508e10,1487.976418676004,96577.5622453927,125324.7154648195,141119.3090902146,156293.6066280482,1.4030030447358954
800501,559819.6255388663,124959,194845.21972587076,0.7440929357594275,1.8413384915104645e10,1525.992590385611,87996.8510605891,107708.6853917346,113035.7965822482,126339.1086476552,0.19855685431020983
800502,559819.625,126593,202588.4973082465,0.4431917116274562,2.3205607147420357e10,1714.507973741922,70322.87506754883,103878.2049183664,103733.7411344456,129374.7569278418,0.07175654684481723
800601,507761.7823249121,166256,263965.5755588035,0.6956578950970829,2.546104791891663e10,1896.411084863034,108552.4008649363,130270.6550835266,140157.7710508235,151899.7143995519,0.08022527703674057
800701,466871.5003806663,127144,220601.54365233803,0.7310275955277037,2.0016630432077972e10,1647.141203591737,74123.25059428072,96270.56022322859,106659.7734174485,114833.4833941838,0.027468056751340314
800702,466871.5006217914,122279,188560.7906243342,0.4547350812009601,1.3500122620063183e10,1397.547363536778,67229.52872353513,92588.17627670104,90222.7110811777,104719.898,0.031605543593156205
800703,466871.5013043159,149691,249341.5872158437,0.6750700581335429,2.0469882978690773e10,1541.650884,78486.77175,104537.7063596715,103561.1433165736,117405.7173760648,0.027045727989393552
800801,491303.8440416732,135167,226507.54205806635,0.7210363348430877,2.199538067444301e10,2177.537388865235,96851.78124,122856.8385650202,133587.7509034585,143761.7578835791,0.043786938753068216
800901,529156.0004280616,128772,206438.51208053817,0.79685069740594,2.4019444491655117e10,1814.802036622953,127222.7960036769,151983.7403547863,161810.4809173968,174405.6744705849,0.029093566203695173
800902,529156.0006924067,125072,197874.94726852578,0.7314144906181008,2.001420681641338e10,1682.298464,109325.1728745107,125297.3937594778,136345.7147529419,143386.7474990915,0.021931790327494784
801001,384179.8439094601,101321,143243.04902063223,0.5823964180520818,9.42721234392121e9,795.3751493760137,47336.80446226554,70126.76313788211,69425.31459,85025.38635805773,0.047610823384191606
801002,384179.8438,124107,172209.19069757438,0.6384270191192627,1.1101065450499878e10,1095.298950195313,61555.58203,79599.09375,81698.97656,91134.51563,0.010059411354724355
801003,384179.8440614259,103553,157019.06437735748,0.7382893735721154,1.4252593190857794e10,1420.150740917074,90981.94057497382,107433.2317744717,111156.0462131351,122013.7155900374,0.022021365758183226
801101,385522.1811328643,182360,262911.0136565007,0.64720445,1.880339434325964e10,1475.542154461145,80172.14309310913,96723.43171405792,98221.0294265747,108101.9812650681,0.013431213145665092
801201,373927.0948144208,117450,160442.56788234608,0.7117139326428372,1.3801266822589127e10,1504.478571001295,74020.72161811218,86041.79373360798,90920.51017795317,97079.62775111012,0.04613571102016444
801202,373927.0945,180078,241860.37624585294,0.6681581515967273,1.628853152521312e10,1539.500343351241,80839.05046004565,95581.83033122585,99526.59410030764,108082.5064534534,0.01484142042427173
801301,396360.5253133978,134210,171516.58960358024,0.4918727010990551,8.506944108528014e9,1423.144328519702,53642.59210681915,63070.56168270111,70403.89604568481,72543.71620941162,0.00807981295062118
801401,387541.0628237865,109027,155451.9531752965,0.7371891144586599,1.2760281768372217e10,1399.994450578793,91557.05565,107383.2435621816,110800.1129546332,121189.0496,0.8597253030167986
801501,420853.2457911665,111369,181363.48321981542,0.5664898829830918,1.7169430677525175e10,1392.839183233795,82703.43131009035,104432.3249043149,111648.2488995809,115942.0141885483,0.014936678073679918
801601,406230.6880025544,112829,146512.60729107016,0.545593325803225,7.781184484869053e9,1490.553860130231,55374.14664918383,65405.09315995407,72813.17190732942,74715.26033866825,0.009949788186173193
