PUMA2020,α_bar,A_bar,ρ,q,Π,H_S
2102800,1.1154934,0.756726,204.09572,270.88715,0.02390244,0.28658703
2200101,1.2928956,0.69818497,205.88237,285.56348,0.026948003,0.24427444
2200102,1.0957274,0.811632,202.55908,266.24384,0.021585502,0.25555712
2200200,1.2459226,0.7563884,198.21964,266.4649,0.013508992,0.34584308
2200300,1.2051489,0.72542644,168.70207,228.17972,0.00525596,0.4167071
2200400,1.2031275,0.80006117,201.93414,264.00616,0.014722832,0.31890312
2200500,1.4243075,0.5971336,158.54973,226.0122,0.00601335,0.36638743
2200600,1.2327386,0.7047336,176.01521,239.28096,0.0008661713,0.2695326
2200700,1.2037722,0.77177155,189.31842,250.40105,0.007831478,0.38767773
2200801,1.1097707,0.8989799,249.58543,315.0002,0.013184019,0.2644591
2200901,1.1451293,0.9012318,253.77841,319.52237,0.019364517,0.28817078
2201000,1.3824396,0.620391,183.60345,261.3275,0.0069979397,0.2650159
2201100,1.2381229,0.763328,214.34392,284.826,0.0039550164,0.21976139
2201201,1.2636031,0.69790757,189.10658,259.99152,0.009232958,0.25209332
2201202,1.0042356,1.01869,296.6142,356.76904,0.015794987,0.20583576
2201300,1.2461762,0.75964224,214.60725,285.59875,0.004247303,0.22585565
2201400,1.1733305,0.84692466,263.37415,337.67538,0.0029517282,0.17750041
2201501,1.1791298,0.7651328,214.27737,284.44257,0.0033811124,0.19378522
2201502,1.1119336,0.8083126,218.52287,284.25327,0.034656104,0.19142643
2201503,1.0191486,0.95334715,259.5581,317.3954,0.026134303,0.24394345
2201504,0.8986867,1.0281037,272.5181,322.76273,0.016192349,0.18979082
2201600,0.95214945,1.0994017,353.63443,412.0429,0.011754319,0.190054
2201700,1.1020689,0.8234007,200.73775,255.94397,0.005435735,0.30443087
2201800,1.2476478,0.7545931,199.29375,264.15475,0.012667796,0.34423736
2201900,1.197274,0.8258517,255.96815,326.74893,0.019103743,0.18088354
2202000,1.131479,0.8597712,237.10892,298.2905,0.00642584,0.20576972
2202100,1.2074658,0.82405233,215.79742,271.97998,0.0152951395,0.29375216
2202201,0.919303,1.1571838,377.61612,431.28708,0.0057472894,0.2166622
2202202,1.071092,0.9131431,265.025,325.99188,0.010016404,0.19695094
2202301,1.0558707,0.8810844,243.60168,304.90576,0.047289897,0.18092951
2202302,1.0008866,0.99707043,282.69193,339.0756,0.05738654,0.23903407
2202303,1.3488799,0.67728156,196.17644,269.06152,0.052492622,0.26483703
2202401,1.1400161,0.8526236,233.05244,289.98874,0.050398204,0.25520107
2202402,1.2914743,0.63256454,167.21301,232.95123,0.06998584,0.27428812
2202403,0.9265507,1.013543,262.95236,310.9588,0.03667147,0.21511441
2202501,1.2245322,0.7932348,214.58607,270.05487,0.035442423,0.219643
2300100,1.3168005,0.79629403,209.15648,283.4611,0.0032930179,0.30937994
2300200,1.1771357,0.7734171,185.88876,250.36119,0.0057758885,0.51774526
2300300,1.3469921,0.84253436,273.20447,374.65012,0.015829938,0.29120836
2300400,1.150631,0.94722635,291.29105,388.97415,0.005036005,0.26233435
2300500,1.0025458,0.9448174,196.07457,263.68085,0.011308772,0.51312023
2300600,1.2235492,0.90346986,328.7975,445.5465,0.008105415,0.21429442
2300700,0.82506275,1.2545891,334.66473,415.897,0.004113583,0.2108634
2300800,0.8790251,1.1211168,282.5398,366.70737,0.005008278,0.4095938
2300900,0.87744397,1.3074193,413.491,498.89655,0.015175026,0.23027508
2301000,1.0684031,1.0300856,358.46448,470.73685,0.03623591,0.2006537
2400101,1.004382,0.82374567,263.78702,355.94763,0.0054681203,0.23599775
2400201,0.9253648,0.96905226,338.90244,441.883,0.0246764,0.23103634
2400301,0.7977162,1.131414,394.97345,488.40698,0.029789975,0.203293
2400302,0.70044494,1.3617343,520.03955,603.44464,0.0027844124,0.17623925
2400400,0.70980877,1.3548852,492.60574,572.3084,0.005122977,0.23533788
2400501,0.57369673,1.511089,580.86523,649.7799,0.0018678036,0.13893683
2400502,0.81402284,1.0681349,355.9585,448.2446,0.0347785,0.25286144
2400503,0.742654,1.0900021,364.86478,456.379,0.034643814,0.17259519
2400504,0.7221695,1.1645591,414.00894,507.02173,0.041979417,0.1529782
2400505,0.7232587,1.1714481,421.69278,515.5106,0.033599235,0.14921014
2400506,0.75982434,1.1832291,425.43063,518.15485,0.055168252,0.19343808
2400507,0.8125805,1.029567,364.58124,465.53406,0.046263315,0.18641736
2400601,0.651769,1.3951665,509.5183,585.90955,0.008353217,0.19051467
2400602,0.6767382,1.2574378,428.6181,509.8802,0.035292745,0.17216624
2400700,0.7263256,1.0579982,336.00024,424.3643,0.0025594465,0.17302617
2400801,0.97614497,0.7197853,268.17667,369.84006,0.1193625,0.29085922
2400802,0.79359734,0.99440175,330.53885,425.35666,0.09591058,0.19298413
2400803,0.88716924,0.87294483,313.63474,419.1407,0.097747885,0.20527293
2400804,0.80936784,0.93852526,314.3938,411.3617,0.08850306,0.18601377
2400805,0.88616204,0.7650915,260.11533,353.17758,0.12875843,0.25437057
2400901,0.57860845,1.5984086,675.28766,743.91046,0.0035916567,0.14765345
2400902,0.6310036,1.4400517,600.3781,685.97107,0.010983069,0.123651035
2400903,0.6842065,1.3133944,527.91736,621.65326,0.015504501,0.12981255
2401001,0.5715149,1.6154944,698.30566,767.08374,0.0020185236,0.13223659
2401002,0.76741856,1.3820893,614.0165,713.5163,0.021168124,0.19225338
2401003,0.70786595,1.4190303,580.38916,666.583,0.045599785,0.20521466
2401004,0.5042631,1.8524199,901.6842,953.2677,0.009431822,0.13523786
2401005,0.7673071,1.2837747,535.4075,636.7985,0.019222796,0.17555498
2401006,0.7159487,1.2931623,518.52637,613.9794,0.009424362,0.1506542
2401007,0.7769499,1.2394333,539.2909,649.91125,0.02403613,0.13810244
2401008,0.44373384,1.9478477,964.5896,1007.60675,0.009497369,0.11089501
2401101,1.0060714,0.98410267,480.15872,626.5039,0.04102645,0.14952666
2401102,0.84882665,1.1039603,428.7473,536.261,0.032145914,0.20042099
2401103,0.8620695,1.1244713,504.05515,629.0661,0.037126113,0.13873883
2401104,0.9266906,0.89830494,345.8677,460.37228,0.0501019,0.19220759
2401105,0.66802734,1.4862432,563.23364,635.54846,0.01866161,0.25674888
2401106,0.675998,1.3596298,491.23444,569.01807,0.005144816,0.18060707
2401107,0.85302085,0.9592535,331.9194,432.44672,0.03188373,0.2040384
2401201,0.7125575,1.2969471,510.72623,603.38184,0.020151537,0.15659083
2401202,0.739253,1.118228,368.10617,455.70206,0.05591449,0.19092631
2401203,0.608004,1.4706497,568.4959,643.07153,0.006631886,0.14207275
2401204,0.6640024,1.352492,516.85944,600.4445,0.017783264,0.14720707
2401205,0.6142317,1.4202366,497.97687,567.80566,0.020603817,0.16441217
2401300,0.8343139,1.0304399,297.72696,377.42795,0.0052474234,0.32408482
2401400,0.9098118,0.94570845,243.0051,317.8897,0.015961954,0.42247713
2401501,0.6619932,1.3077818,429.32083,502.90674,0.0033853587,0.15681392
2401601,0.6767628,1.3139054,433.17422,507.20422,0.0023511231,0.15494886
2401700,0.74020433,1.3406693,488.5326,569.36725,0.005331141,0.22903459
2500100,0.7804769,0.97320354,259.22375,340.55368,0.013373507,0.30003357
2500201,1.0038723,0.88256615,340.0101,459.74722,0.00492764,0.21248417
2500301,0.8283658,1.0809128,370.10394,471.34677,0.01622563,0.18457495
2500401,0.87229955,1.0946418,387.42987,490.90094,0.026705986,0.23314248
2500402,1.1850808,0.7586889,356.70123,502.1598,0.081990786,0.27531254
2500403,0.8459664,1.1319607,390.48215,488.92285,0.02231695,0.241384
2500501,0.74326366,1.2916074,457.0505,549.8722,0.020999333,0.15753843
2500502,0.7918943,1.1987643,418.5174,517.4418,0.063948296,0.17693217
2500503,0.6414353,1.7100829,741.0453,815.3377,0.033747874,0.17894153
2500504,1.0331043,0.84476554,371.44183,510.9504,0.13439885,0.1752339
2500505,1.0307734,0.8380537,371.56705,512.01807,0.095496245,0.16741297
2500506,0.78724694,1.1986136,428.96072,529.51306,0.00834936,0.16892439
2500507,0.8381862,1.2270062,461.85742,566.2214,0.013767053,0.21405046
2500601,0.7296762,1.477667,598.2243,688.47473,0.019687615,0.15730788
2500602,1.0685896,0.9460496,434.09073,583.13007,0.12864593,0.16119404
2500603,0.69518095,1.5835695,711.9729,805.13446,0.035119962,0.11801396
2500604,0.6436791,1.7197328,798.42206,877.87805,0.018971372,0.13228428
2500605,0.7388863,1.3979161,570.48114,670.32733,0.07814019,0.13953976
2500606,0.575025,1.908027,991.5952,1060.5104,0.012156114,0.10947607
2500607,0.62920004,1.8184618,865.7896,938.95544,0.03697261,0.15327388
2500608,0.8095546,1.4145072,583.7704,685.3155,0.084757075,0.19619697
2500609,0.7764131,1.3135067,490.6597,589.14026,0.072103724,0.17074701
2500610,0.78753066,1.3751314,562.9284,666.8184,0.056078363,0.15937287
2500611,0.75844055,1.5096262,710.8373,818.7628,0.033939973,0.12539142
2500612,0.590802,1.8294765,873.341,943.91254,0.06396487,0.118562095
2500613,0.6477479,1.8037474,862.4686,938.68677,0.080548316,0.16717482
2500701,1.0696408,0.9897167,443.31183,587.1391,0.096080795,0.16500837
2500702,0.7608051,1.5168276,679.96436,779.3737,0.07169332,0.13994259
2500703,0.73086756,1.5389143,628.8838,714.1249,0.038114205,0.15091692
2500704,0.77902913,1.5122863,613.9931,703.10724,0.05699382,0.20979849
2500705,0.86271936,1.1886086,480.90616,599.3119,0.070849806,0.13649821
2500706,0.82805914,1.3471472,489.68018,580.5671,0.11864863,0.22904693
2500801,1.0925584,1.0245947,526.94305,691.3033,0.054095533,0.13974743
2500802,0.7217105,1.6067758,689.7713,777.81354,0.044771202,0.18859631
2500803,0.71862835,1.4599848,572.83435,663.0716,0.062102668,0.15645213
2500804,1.1029978,0.9399416,435.7293,585.77496,0.10190924,0.19274998
2500805,0.7419236,1.4640218,611.15826,708.07355,0.0772124,0.15254158
2500806,1.0300725,1.0279027,466.25174,610.3481,0.062352926,0.15806155
2500901,0.54316634,2.1058798,1224.1359,1283.225,0.015372505,0.1115346
2500902,0.71751535,1.495105,630.38135,725.9572,0.085893154,0.13802895
2500903,0.76260674,1.3652794,564.9808,670.78424,0.08299246,0.12298019
2500904,0.6961739,1.5540746,605.0977,686.93915,0.102627985,0.17946832
2500905,0.7846498,1.3639283,566.10443,671.93787,0.04825364,0.14460613
2500906,0.68057835,1.6238097,721.00024,807.19464,0.016952785,0.14575182
2501001,0.8483008,1.1708561,437.40128,545.44666,0.048305966,0.17250416
2501002,0.86868095,1.2614001,494.0706,601.0445,0.025410296,0.20457165
2501003,0.9105902,1.0527215,361.7123,466.61807,0.114404306,0.22138944
2501004,0.8894086,1.1782229,397.3545,493.4251,0.06901785,0.2600028
2501101,1.0964909,0.89292103,425.1737,579.3624,0.07427103,0.15114267
2501102,0.76302505,1.4554039,583.8321,676.89966,0.012740846,0.16479698
2501103,0.7232509,1.5181429,571.7689,653.4806,0.021033037,0.1894921
2501104,0.75934416,1.4564509,524.8785,606.96204,0.020598328,0.20676605
2501201,0.32957798,1.4481308,253.17416,303.5676,0.04227717,0.31428707
2501301,0.11995329,1.4307066,138.9843,151.559,0.042083338,0.49865922
2600100,1.2237014,0.77805704,162.94861,215.09633,0.0065316255,0.4390718
2600200,1.0711834,0.801171,138.83118,180.60454,0.0059155063,0.38404214
2600300,1.0008501,0.7393084,119.43164,158.83621,0.010505186,0.47060284
2600400,0.9777618,0.87916905,163.89687,211.74657,0.009767012,0.3983614
2600500,0.8983192,0.9837787,188.8499,236.92874,0.012665192,0.39163992
2600600,1.0626361,0.6735349,158.4212,214.31712,0.008247203,0.3463442
2600700,1.0906857,0.82934886,229.82124,302.953,0.018521443,0.3411215
2600801,0.9255387,1.0183382,308.96457,378.04877,0.0933917,0.24070317
2600802,0.9392325,1.0480546,349.15527,423.80106,0.010885718,0.21012986
2600900,0.889565,0.9065879,237.21774,300.49295,0.00860113,0.23018704
2601001,1.0573394,0.8755112,273.5286,354.16708,0.05491285,0.25136924
2601002,1.1773118,0.8242145,266.89032,353.853,0.11256601,0.32954234
2601003,0.8418976,1.2895969,494.48193,563.0709,0.017517168,0.23083583
2601004,0.93136656,0.9611591,273.26505,339.97043,0.008423019,0.21706107
2601100,1.1313584,0.7694021,196.02473,262.27313,0.0045008925,0.44154876
2601200,1.1049982,0.7345255,184.7723,249.91882,0.010133256,0.3323604
2601300,0.91646075,0.6481306,110.85186,149.61946,0.012996226,0.43909597
2601400,1.058662,0.8528503,206.87593,268.2018,0.031812035,0.4003229
2601500,1.0445813,0.8547508,217.2995,282.79565,0.015358709,0.38849285
2601600,1.0269856,0.77571803,177.388,235.31264,0.0072446577,0.31812385
2601701,0.9852192,0.87070394,232.98817,301.43524,0.0066145523,0.27664173
2601702,1.0750259,0.7361992,208.15451,283.3631,0.022547051,0.27848795
2601703,1.2237904,0.52781075,182.28935,261.19583,0.06501876,0.28558138
2601704,0.97940654,0.915554,246.06667,312.36508,0.018618388,0.34479824
2601801,0.906502,1.0537671,329.84286,398.43655,0.010818162,0.2674303
2601802,1.1850241,0.630166,210.46776,298.03156,0.046942238,0.24224712
2601900,0.9446823,0.9804319,275.30573,340.74808,0.0071114036,0.3248625
2602000,0.9650312,0.92159176,245.9055,310.47772,0.015365364,0.36271298
2602101,0.8547126,1.0428926,308.82364,372.96008,0.005790091,0.2235821
2602102,0.9615575,0.8686421,252.81479,327.32053,0.038696274,0.2171954
2602200,1.0828964,0.6464696,193.98874,269.00262,0.0011629591,0.24772574
2602300,0.9412151,0.7907869,200.09949,263.80658,0.009760555,0.28019473
2602400,0.9553037,0.7624204,185.48506,244.76088,0.021337964,0.36770242
2602500,1.0120529,0.76927286,205.29283,274.41248,0.010312617,0.30820504
2602600,1.0225096,0.8353941,239.25714,313.8461,0.011805704,0.29462802
2602701,0.7797765,1.1058743,345.7436,409.5556,0.0131711885,0.17708924
2602702,0.84303045,1.0452238,335.2079,406.7819,0.14274424,0.18776254
2602703,0.86746234,1.0068823,314.3873,386.4619,0.075910956,0.20492733
2602800,0.8409871,1.1346058,348.99564,410.68738,0.038610797,0.30433908
2602901,0.82486,1.1113611,354.64572,421.01755,0.024178037,0.2132251
2602902,0.7249519,1.3175125,464.3817,522.8402,0.02193568,0.1971647
2602903,0.75467867,1.332017,495.65198,558.3652,0.076002866,0.23624796
2602904,1.0260264,0.83428293,247.8005,326.4804,0.14562802,0.28365162
2602905,0.75313854,1.2581918,456.90863,521.9601,0.051527094,0.1854955
2602906,0.62823087,1.5050809,590.29956,639.24756,0.047730487,0.20712216
2602907,0.8255445,1.0572436,294.52417,354.77545,0.12888363,0.3042311
2602908,0.8457711,1.0095617,262.23306,321.0774,0.1339056,0.34923327
2603001,0.8376185,1.1433629,390.2063,460.06842,0.02542425,0.18007964
2603002,0.85797596,1.1506574,386.68222,455.0305,0.068705685,0.25539958
2603003,0.961089,0.91637725,288.1882,367.88187,0.08278708,0.21601819
2603004,1.0253687,0.8164847,232.07646,307.69165,0.11949603,0.29833636
2603005,1.0018737,0.80884755,228.94914,304.33212,0.11859742,0.2743625
2603006,1.0601027,0.81448114,258.38568,343.9411,0.1016013,0.25494334
2603100,1.0037571,0.88473034,236.72801,305.005,0.067517355,0.30903158
2603201,0.777243,1.2350756,402.1399,460.97333,0.09551505,0.30728737
2603202,0.84475714,1.0317833,311.3112,378.92407,0.085292,0.23274831
2603203,1.0390934,0.85205334,266.39624,348.82996,0.10583224,0.2908831
2603204,1.0808241,0.75175744,229.0462,311.36124,0.11776232,0.301193
2603205,0.983985,0.81443566,250.69714,332.36722,0.035779007,0.20329131
2603206,0.8804456,0.9352595,261.11627,329.45346,0.07014404,0.24198376
2603207,1.07,0.720623,225.36563,310.12726,0.09450927,0.24303748
2603208,1.309645,0.5177728,196.15237,285.54306,0.1429697,0.38836867
2603209,1.1706924,0.48921007,167.48947,237.34811,0.14575171,0.38127267
2603210,1.2344716,0.38949907,165.54848,237.25107,0.13314845,0.35492867
2603211,1.1068244,0.65509504,204.30801,286.02698,0.08414145,0.27491456
2603212,1.1193155,0.41834593,151.14583,211.61032,0.12806153,0.3691422
2603213,0.88965034,0.90163916,251.62529,322.26276,0.066076994,0.2160995
2603300,0.9137563,0.92709064,259.67963,328.32162,0.009944855,0.2731418
2700101,1.2026658,0.8525921,188.34084,239.89719,0.0022171221,0.32954478
2700201,1.0510798,0.8670314,156.38783,200.78778,0.004430735,0.40001234
2700301,1.1152885,0.8876327,193.43434,245.82051,0.011207641,0.239312
2700401,1.2462362,0.84596807,244.03598,321.89276,0.01521427,0.19404724
2700501,1.0833405,0.8562063,202.95241,264.7678,0.0005740831,0.24744633
2700600,1.0824984,0.837237,181.07567,236.22423,0.0070050475,0.3576887
2700700,1.0444412,0.93321836,193.67659,243.34135,0.0077507664,0.31209418
2700800,1.0216057,0.9150982,195.80266,250.21597,0.0036084072,0.26919082
2700901,1.0585991,0.9962682,306.36877,382.0928,0.00078571175,0.17151901
2701001,0.99606985,1.0601081,336.05817,410.4147,0.009480075,0.16310012
2701101,0.9422134,1.1000069,357.40134,430.97427,0.0016576122,0.15446128
2701200,1.0514401,0.9123678,248.5793,318.85275,0.00510332,0.23935074
2701301,0.9119421,1.1787621,409.1031,482.07443,0.0027911968,0.16782194
2701302,1.0381633,0.9804415,319.44702,401.804,0.05839114,0.2177143
2701303,0.8494196,1.2476835,458.03726,530.2539,0.009022475,0.13589479
2701401,0.86402327,1.2575281,433.88086,501.26724,0.015973352,0.1920501
2701402,0.8098304,1.3144648,449.6075,511.79993,0.030718975,0.18928209
2701501,0.87493455,1.1962833,401.37112,470.5549,0.03273977,0.19074869
2701502,0.93087834,1.0641593,352.32596,430.31973,0.04122102,0.16014531
2701503,1.1129943,0.8585777,307.76212,406.0643,0.07143113,0.15701564
2701504,1.1589965,0.826041,306.65393,410.03812,0.060089804,0.15797819
2701505,1.2565933,0.77382594,309.6949,423.1109,0.084769174,0.1610491
2701601,0.72168887,1.5262288,596.5735,652.4105,0.009195608,0.15773328
2701602,0.6774896,1.5690124,609.30945,660.43616,0.023613662,0.15567623
2701603,0.9464013,1.0628345,343.26212,419.39377,0.035467185,0.1852412
2701604,0.97880656,1.020905,341.24588,423.5898,0.045663692,0.17180069
2701605,0.7250793,1.46949,548.89374,604.8284,0.030497193,0.15950306
2701606,0.76738054,1.3588418,471.93365,532.06177,0.047504894,0.1741921
2701607,0.9369534,1.0996416,370.44513,447.494,0.051962405,0.18357214
2701608,1.171256,0.82246125,300.60382,402.38092,0.060279813,0.17710982
2701609,1.0145832,0.9475943,311.5794,396.40836,0.058673844,0.17393982
2701610,0.9586712,0.99601847,319.58926,399.42963,0.037949268,0.16570197
2701611,0.9580079,0.99445117,320.9434,401.60312,0.052791163,0.16077752
2701701,0.8434077,1.1290178,348.8688,415.93216,0.050697196,0.1593659
2701702,0.82096916,1.258583,432.14078,498.14227,0.031639118,0.15539108
2701703,0.94707435,1.0343859,323.33865,398.31552,0.07213084,0.18962893
2701704,0.83547205,1.2909211,475.99463,545.53723,0.008762576,0.14269261
2701800,0.90069443,1.2484856,443.31668,514.74585,0.018941617,0.20805526
2701900,0.8002576,1.3338656,469.98352,533.4593,0.0068431012,0.15000938
2702001,0.9840786,1.0517616,327.87378,401.58194,0.0054041333,0.19755419
2702100,1.0500741,0.9076238,229.69325,294.6524,0.0061910176,0.27724943
2702200,1.1466571,0.8433996,210.97801,276.44092,0.003120029,0.254082
2702300,1.1122917,0.84336996,232.99826,306.93488,0.0028521568,0.20490691
2702400,1.1095885,0.8930059,272.25626,353.21735,0.0040359716,0.18009967
2702500,1.052559,0.968586,282.5894,355.50058,0.004947504,0.26210743
2702600,1.0412477,0.9192097,260.22614,331.91043,0.0024485406,0.21515104
2702700,0.95761496,1.1602274,365.72656,433.06738,0.015992578,0.25061125
2702800,1.0488255,0.897478,252.36191,325.22345,0.0034613393,0.18653168
2800100,1.1452829,0.8491185,230.66115,292.0425,0.022609409,0.32857174
2800200,1.2630025,0.6448716,158.96025,218.4659,0.008674682,0.34385994
2800300,1.4528227,0.6024457,184.15569,263.42773,0.004235179,0.23450173
2800400,1.1204089,0.75365376,166.64377,217.79927,0.008139482,0.32909194
2800500,1.1780927,0.75564224,189.57678,250.30779,0.0101576615,0.28795597
2800600,1.2029909,0.7052142,152.01718,202.67856,0.011312678,0.4294292
2800700,1.0857067,0.76317996,159.5346,206.4745,0.0051002842,0.27709657
2800800,1.5063821,0.5853416,175.74269,253.36029,0.004382238,0.2561494
2800900,1.0707301,0.9402489,260.43344,318.312,0.007950239,0.23299044
2801001,1.2832583,0.66705143,163.86992,225.49664,0.0020830426,0.29547387
2801101,1.2430435,0.7371278,177.36967,236.07115,0.036701065,0.36636186
2801300,1.0980096,0.8918664,222.17064,275.79785,0.0048922873,0.34657598
2801400,1.292366,0.6419409,157.90912,218.99551,0.002136454,0.28196016
2801500,1.2680843,0.6544613,161.48853,222.89665,0.006667493,0.2570383
2801600,1.3347218,0.62811285,149.59442,208.0286,0.009305865,0.45514533
2801700,1.2391974,0.71319395,178.45369,240.57387,0.005452895,0.27213475
2801800,1.2038395,0.78024125,194.58939,253.98842,0.009554489,0.35026404
2801900,1.1704801,0.81064993,215.50175,275.1013,0.015531992,0.26225513
2802001,1.2384601,0.6948193,183.34221,249.13162,0.012020991,0.213585
2802002,1.2380784,0.69573927,182.59764,247.94388,0.011870357,0.21230096
2802100,1.1945095,0.75994897,186.90709,244.84242,0.012189085,0.2882861
2900100,1.290565,0.6581008,180.29819,251.0912,0.0030783727,0.26319486
2900200,1.2382259,0.7513253,216.43643,291.29556,0.018238226,0.21779521
2900300,1.2393514,0.7146647,192.32355,262.97763,0.0036272604,0.26337084
2900400,1.1681294,0.80936265,226.1091,296.7174,0.005508018,0.27608305
2900501,1.2032504,0.79744947,216.70113,285.14047,0.0019582426,0.3111361
2900601,1.1397805,0.85649157,238.34435,305.97238,0.011173799,0.25170565
2900700,1.222664,0.7593981,206.39558,276.5219,0.004126575,0.2659819
2900800,1.1384325,0.8434862,236.6688,305.52408,0.005127761,0.24886112
2900901,1.007841,0.9988975,311.1466,377.6442,0.0077150473,0.17981683
2900902,1.0072969,0.9484444,261.76495,323.2464,0.032327823,0.23479235
2901000,0.9289389,1.083925,339.9903,401.12848,0.0077549843,0.16300318
2901101,1.1563226,0.7998039,208.27718,272.9026,0.15649225,0.36132208
2901102,1.2135051,0.7345973,208.96764,282.5433,0.060040094,0.2633393
2901103,1.071965,0.90155333,255.3235,320.83444,0.015050232,0.24234314
2901104,0.9210451,1.0520511,313.2822,372.22333,0.021485768,0.18067484
2901105,1.0774846,0.8427538,219.32991,282.17004,0.053517524,0.27856952
2901200,1.0101583,0.9730146,279.59616,341.5321,0.008254384,0.20607027
2901300,1.336442,0.6472213,181.99037,254.42804,0.0043613524,0.27509406
2901400,1.3381817,0.609938,168.52095,237.30867,0.007454764,0.27856895
2901500,0.93256265,0.803895,146.9107,188.99174,0.008387926,0.28181046
2901600,1.1340606,0.7597415,180.04308,238.13684,0.0067170197,0.3036706
2901700,1.1523585,0.7636289,202.123,268.3428,0.012285337,0.2597831
2901801,0.7989713,1.2340003,410.3991,465.5769,0.026030477,0.1717472
2901802,0.9336784,1.1355569,388.1773,453.72168,0.07565668,0.21892859
2901803,0.9112534,1.0320126,295.6872,354.2464,0.12706022,0.22787865
2901901,1.1894139,0.6664022,187.72342,259.4257,0.06809658,0.2797677
2901902,0.93061787,0.93527365,249.17476,309.01102,0.0601913,0.21165214
2901903,1.2742559,0.6845159,205.49849,284.45172,0.15700248,0.3349411
2901904,0.7489514,1.2793709,433.4922,485.7822,0.03475577,0.15826741
2901905,0.65597594,1.4539455,561.5732,607.91064,0.050893873,0.13695915
2901906,0.8326981,1.1689097,376.39148,433.88074,0.02580078,0.18155773
2901907,0.93012965,1.0548106,317.08936,377.54785,0.1016995,0.25796536
2901908,0.8421522,1.1192923,354.9568,414.23444,0.03758244,0.16176538
2902001,1.224969,0.6030642,171.03896,239.10664,0.12962751,0.32255
2902002,1.0868062,0.8403354,227.39998,293.53326,0.1853008,0.3259907
2902101,1.0253738,0.88211685,258.17078,327.81696,0.012315846,0.19070315
2902102,1.0420022,0.8641685,242.91753,310.39233,0.0060955784,0.20099275
2902200,1.291468,0.6735446,196.51665,272.67038,0.0062438874,0.26919675
2902300,1.1465611,0.76328707,193.98668,256.6884,0.0072857654,0.24700965
2902400,1.3269149,0.65874714,188.7248,263.33066,0.004654806,0.236371
2902500,1.3610581,0.5947622,163.31796,230.16248,0.004786392,0.3054989
2902600,1.3869566,0.58197254,160.26665,228.11583,0.0072321165,0.2902945
2902701,1.1703786,0.8725463,248.34767,314.55392,0.0035688307,0.28959408
2902702,1.4765873,0.6095039,195.51543,281.04437,0.05185048,0.25950652
2902703,1.079876,0.82515967,194.56696,249.78648,0.043567933,0.27582517
2902800,1.1864924,0.66371155,142.13286,191.02966,0.009213223,0.4004936
2902900,1.2612749,0.7858774,217.64552,286.68344,0.007465274,0.3328327
3000100,1.4492769,0.7161871,183.32559,247.02669,0.0028572704,0.300144
3000200,1.330397,0.8417153,222.35344,286.85248,0.018868731,0.3197327
3000300,1.2927916,0.8012168,193.39485,251.43547,0.0014486067,0.2448983
3000400,1.273509,0.84929454,213.11874,269.3196,0.0023541553,0.2309676
3000500,1.3583586,0.7361252,162.14503,204.9986,0.028715536,0.34473184
3000600,1.3964429,0.70367163,157.11893,206.32867,0.0022050445,0.28414407
3000700,1.359605,0.73184395,157.78685,203.25914,0.010086583,0.3250887
3000800,1.1806515,0.8573576,184.11064,229.57593,0.067182995,0.24259871
3100100,1.2498174,0.7817262,176.38617,233.46797,0.0014283676,0.2568181
3100200,1.2772806,0.8191535,207.52989,271.72037,0.007471142,0.3738123
3100300,1.2374612,0.8369146,209.82787,272.22086,0.0019709182,0.22078824
3100400,1.2551506,0.82628196,208.0365,273.53067,0.001489258,0.21692063
3100500,1.1646659,0.9419484,250.78488,313.16318,0.0024101094,0.21143351
3100600,1.2158604,0.8195892,216.32507,283.76215,0.0030448732,0.2689515
3100701,1.0744666,0.907218,239.68881,303.069,0.0037871536,0.1989775
3100702,1.0719888,1.1340096,387.2087,458.51828,0.034670997,0.27297482
3100801,1.3424352,0.7809811,230.33047,308.7695,0.09474468,0.31300303
3100802,1.0612614,1.1109803,363.05246,431.3263,0.057604253,0.22506951
3100901,1.0194895,1.1401943,348.71683,410.98425,0.10806896,0.31335095
3100902,0.997337,1.1182444,334.4363,395.58276,0.13221507,0.25709522
3100903,1.3393399,0.7242951,225.64394,310.90076,0.06413239,0.21765462
3100904,1.3964744,0.6852598,222.13347,311.31396,0.10039995,0.22306639
3200101,1.2400584,1.1563462,439.6358,558.04175,0.022055032,0.23228581
3200102,1.2899857,1.0233129,402.48483,540.16284,0.07470674,0.33439752
3200103,0.91067564,1.3680971,447.74796,544.97565,0.0031202117,0.2156391
3200200,1.453067,0.8712756,298.82172,407.54922,0.005534516,0.35961217
3200300,1.2235938,1.040857,386.6571,514.9167,0.0014780468,0.30700716
3200401,1.1350442,1.0605996,372.25366,473.71255,0.016242191,0.21716636
3200402,1.521663,0.7927124,332.05106,466.14337,0.032131057,0.2700956
3200403,1.3096446,0.9431197,361.2976,479.22476,0.050450873,0.32531404
3200404,1.0790662,1.0675256,363.36887,461.1562,0.04274313,0.2447279
3200405,0.94931805,1.2432485,407.79984,490.13852,0.12573642,0.2527014
3200406,1.412194,0.82248825,357.0864,497.19644,0.08695874,0.2225539
3200407,1.6384532,0.65543884,340.22308,500.99628,0.05806304,0.23908247
3200408,1.5366004,0.74957323,343.44608,490.36334,0.07358002,0.26825127
3200409,1.3594533,0.7544015,285.39612,405.12466,0.0973881,0.32777333
