puma_2020,AAL_2020,AAL_2050
2400802,3.416038,3.909467
2400803,4.051732,4.636984
2400804,3.826784,4.379544
2400805,5.742706,6.572211
2400901,1.438065,1.536415
2400902,.2514166,.2686112
2400903,.3429755,.3664319
2401001,1.121221,1.503533
2401002,.1661396,.2227895
2401003,.141798,.190148
2401004,.1893127,.2538642
2401005,.0956339,.128243
2401006,.1739877,.2333136
2401007,.0528301,.070844
2401008,.0892478,.1196793
2401101,.3012155,.3335544
2401102,1.203201,1.332379
2401103,.3648633,.4040356
2401104,.4866389,.5388851
2401105,2.1686,2.401424
2401106,3.914567,4.334841
2401107,.5775867,.6395973
2401201,2.659888,3.997417
2401202,1.206785,1.813619
2401203,2.166513,3.255948
2401204,2.39654,3.601645
2401205,5.352947,8.044686
2401300,13.90658,22.04679
2401400,29.21053,60.80221
2401501,6.331564,10.03069
2401601,2.087986,4.33403
2401700,5.05509,9.660924
2500100,71.91249,70.9964
2500201,43.2929,47.3512
2500301,6.773081,7.260738
2500401,51.29899,59.99119
2500402,4.945376,5.783331
2500403,38.55863,45.09208
2500501,17.95285,19.82106
2500502,5.067142,5.594438
2500503,5.376322,5.935792
2500504,.6221104,.6868483
2500505,.5896751,.6510379
2500506,9.844162,10.86856
2500507,10.32123,11.39528
2500601,38.01241,44.08448
2500602,2.415267,2.80108
2500603,11.45089,13.28005
2500604,24.84966,28.81913
2500605,8.079432,9.370033
2500606,17.92313,20.78616
2500607,16.31595,18.92225
2500608,9.281066,10.76362
2500609,2.28452,2.649448
2500610,1.289065,1.49498
2500611,1.179764,1.368219
2500612,2.382334,2.762886
2500613,5.30603,6.153612
2500701,29.58692,35.13977
2500702,19.95498,23.70012
2500703,90.82432,107.8702
2500704,76.30116,90.62132
2500705,6.378551,7.575673
2500706,37.27923,44.27578
2500801,3.326993,6.495361
2500802,5.347457,10.43996
2500803,4.948157,9.660394
2500804,3.718499,7.259706
2500805,9.607903,18.75772
2500806,6.153876,12.01435
2500901,4.819705,6.210897
2500902,1.680064,2.165009
2500903,.9150988,1.179239
2500904,2.88665,3.719873
2500905,4.514865,5.818066
2500906,7.485628,9.64633
2501001,5.949718,7.0427
2501002,8.173221,9.674668
2501003,4.432467,5.246726
2501004,6.410394,7.588004
2501101,.5765792,.878737
2501102,4.332493,6.602947
2501103,4.08591,6.227142
2501104,9.548571,14.55252
2501201,6.00095,10.05546
2501301,6.918554,12.67769
2600100,9.889668,10.17174
2600200,16.56685,16.87036
2600300,40.09754,40.83307
2600400,24.12268,24.67622
2600500,25.68611,27.17093
2600600,7.904555,8.083061
2600700,1.762827,1.95538
2600801,4.675073,4.684508
2600802,6.267043,6.279692
2600900,15.40996,16.00278
2601001,5.981962,6.131765
2601002,2.813205,2.883654
2601003,18.33613,18.79531
2601004,27.15358,27.83357
2601100,25.64795,26.02429
2601200,6.979589,7.224453
2601300,10.40586,10.73324
2601400,20.96139,20.88929
2601500,2.793783,2.869451
2601600,4.847472,4.918446
2601701,5.521703,5.660081
2601702,3.329797,3.401469
2601703,1.8191,1.858255
2601704,11.10037,11.37184
2601801,13.06882,13.32615
2601802,.9237292,.9419175
2601900,9.731149,9.835391
2602000,17.86835,18.62283
2602101,12.0716,12.43271
2602102,1.396435,1.438209
2602200,11.59724,11.78795
2602300,3.431865,3.805572
2602400,22.09442,23.38781
2602500,4.653013,4.748318
2602600,5.279261,5.75356
2602701,3.525906,3.692216
2602702,.1842794,.1929715
2602703,.6969798,.7298551
2602800,2.081235,2.132784
2602901,2.263586,2.284216
2602902,1.702077,1.717589
2602903,.5400441,.5449662
2602904,.587845,.5932027
2602905,.5794157,.5846965
2602906,.6320224,.6377828
2602907,.4988797,.5034266
2602908,.2986124,.301334
2603001,4.277751,4.353535
2603002,1.209715,1.231146
2603003,.6056336,.6163628
2603004,.8499081,.8649648
2603005,.443638,.4514973
2603006,.5968515,.6074251
2603100,7.17358,7.094366
2603201,6.833495,7.10751
2603202,2.949533,3.067806
2603203,2.281508,2.372994
2603204,2.412708,2.509454
2603205,8.308372,8.641528
2603206,4.382842,4.558589
2603207,1.661165,1.727776
2603208,1.954517,2.032891
2603209,1.263806,1.314483
2603210,1.665408,1.732189
2603211,1.861803,1.936459
2603212,1.582256,1.645703
2603213,1.464979,1.523723
2603300,6.031332,6.70196
2700101,7.015873,7.159751
2700201,5.575225,5.918755
2700301,14.57191,14.77739
2700401,.2388588,.2406035
2700501,5.784016,5.969519
2700600,14.62477,14.88193
2700700,5.65879,5.569921
2700800,6.719878,6.707266
2700901,19.18454,20.01048
2701001,1.737988,1.791255
2701101,6.203496,6.338242
2701200,5.915154,6.029042
2701301,25.55762,25.94798
2701302,3.678342,3.734525
2701303,5.637209,5.723312
2701401,9.270399,9.7125
2701402,4.860173,5.091952
2701501,4.489636,4.751122
2701502,2.614058,2.766307
2701503,.9968492,1.054908
2701504,1.219926,1.290978
2701505,1.282058,1.356728
2701601,19.11454,19.49737
2701602,3.635125,3.707931
2701603,3.320151,3.386648
2701604,2.334922,2.381686
2701605,4.502924,4.593111
2701606,2.19306,2.236983
2701607,3.767315,3.842768
2701608,1.441211,1.470076
2701609,.8431042,.8599902
2701610,1.387195,1.414979
2701611,.529887,.5404998
2701701,.81323,.8145861
2701702,2.870094,2.87488
2701703,.7287329,.729948
2701704,5.192341,5.200999
2701800,1.776648,1.817477
2701900,2.713646,3.404655
2702001,9.704631,9.951217
2702100,2.807526,2.884603
2702200,2.442001,2.365242
2702300,2.739275,3.44094
2702400,4.64308,4.707664
2702500,6.427515,6.617977
2702600,20.83838,21.23598
2702700,5.770634,5.846214
2702800,9.733484,9.776938
2800100,2.159959,2.473084
2800200,16.68192,17.65812
2800300,6.013015,6.401257
2800400,10.65199,11.49194
2800500,3.687871,4.670105
2800600,16.85613,18.29139
2800700,13.25379,13.74847
2800800,7.809233,8.388181
2800900,1.569642,1.923279
2801001,8.621783,10.04351
2801101,.8017902,.9363546
2801300,5.580406,7.288327
2801400,2.248789,2.624724
2801500,2.729976,3.50077
2801600,15.5192,17.48384
2801700,2.239512,2.612836
2801800,4.937128,5.942625
2801900,47.38727,62.04597
2802001,13.82583,27.91667
2802002,10.71064,21.62658
2802100,26.48943,42.1811
2900100,3.23938,3.14875
2900200,7.872288,7.902071
2900300,5.904577,6.24082
2900400,5.339476,5.591166
2900501,9.725909,9.89596
2900601,.7575448,.753475
2900700,2.161348,2.286257
2900800,2.970579,3.007357
2900901,4.020102,4.160996
2900902,.7578353,.7843955
2901000,.5523015,.5688168
2901101,1.342697,1.382514
2901102,1.455647,1.498813
2901103,6.959529,7.165911
2901104,2.112526,2.175172
2901105,1.761946,1.814196
2901200,2.929848,2.899934
2901300,4.802075,5.016746
2901400,12.42342,13.56156
2901500,38.01843,38.6011
2901600,8.566223,8.812964
2901700,15.01269,15.28305
2901801,3.838965,4.044844
2901802,2.177514,2.294291
2901803,3.770802,3.973026
2901901,2.249802,2.421649
2901902,2.408389,2.592349
2901903,1.80641,1.944389
2901904,2.482505,2.672126
2901905,1.173629,1.263275
2901906,4.181108,4.500474
2901907,1.479704,1.592728
2901908,1.94342,2.091864
2902001,5.848292,6.214188
2902002,4.92988,5.238315
2902101,.8586998,.91564
2902102,4.189243,4.467031
2902200,4.615793,5.041923
2902300,9.263322,9.566561
2902400,6.996699,7.41053
2902500,29.67047,30.51118
2902600,9.7313,9.672306
2902701,4.134863,4.304698
2902702,.2820569,.2920537
2902703,.3992676,.4134187
2902800,39.65987,39.72464
2902900,7.178567,7.111218
3000100,30.64005,34.16544
3000200,46.84503,52.85149
3000300,23.31615,25.98121
3000400,14.98275,17.19954
3000500,39.82895,43.5849
3000600,38.88966,43.46923
3000700,17.19509,17.99555
3000800,.0770987,.0869871
3100100,5.581101,5.879179
3100200,19.70482,20.0751
3100300,2.692186,2.724424
3100400,2.848195,2.712148
3100500,7.452951,7.383395
3100600,4.233262,4.402327
3100701,11.14214,11.4452
3100702,3.291725,3.331151
3100801,1.712738,1.723805
3100802,1.866328,1.878388
3100901,2.11574,2.283531
3100902,1.039525,1.121965
3100903,.5816112,.6277364
3100904,.3171359,.3422867
3200101,16.26413,16.07461
3200102,.1470594,.1453458
3200103,1.227022,1.212724
3200200,9.317924,9.936903
3200300,11.65798,11.87532
3200401,3.179133,3.38868
3200402,2.887731,3.07807
3200403,.0746729,.0795949
3200404,.0479934,.0511568
3200405,1.494274,1.592766
3200406,.0294064,.0313447
3200407,.0259711,.0276829
3200408,.0319614,.0340681
3200409,.0486232,.0518281
3200410,.0340866,.0363333
3200411,.0928396,.098959
3200412,.052102,.0555362
3200413,.0357782,.0381365
3200414,.0703692,.0750075
3200415,3.44235,3.669246
3300100,58.22977,65.19522
3300201,65.78564,71.63193
3300301,5.073334,5.772509
3300401,40.57832,46.58358
3300501,67.19263,71.67083
3300601,5.812629,6.169368
3300602,30.22726,32.0824
3300603,27.36356,29.04295
3300701,34.90741,38.56319
3300801,5.844995,8.259171
3400101,14.51295,26.57959
3400102,37.80312,69.23413
3400301,2.086923,2.480045
3400302,4.331267,5.147165
3400303,1.737637,2.064962
3400304,2.383687,2.832712
3400305,7.872009,9.354892
3400306,9.971037,11.84932
3400307,3.435417,4.082561
3400308,5.852533,6.954999
3400501,2.176401,2.311304
3400502,5.493188,5.83368
3400503,1.628622,1.729571
3400504,27.80699,29.53058
3400601,1.322072,2.591677
3400602,1.719991,3.371722
3400603,.6814753,1.335905
3400604,2.658377,5.211253
3400605,3.448524,6.76019
3400800,36.57721,42.52373
3400901,2.362923,2.789296
3400902,2.341867,2.764442
3400903,.9546604,1.126922
3400904,.8924334,1.053467
3400905,.650042,.7673377
3400906,.8987076,1.060873
3400907,.634909,.749474
3401001,2.033633,2.348969
3401002,1.29898,1.5004
3401003,.5867182,.6776948
3401101,1.982388,3.566878
3401102,5.234761,9.418822
3401103,1.246108,2.242102
3401104,1.460275,2.627449
3401105,1.657511,2.982333
3401106,4.071017,7.324915
3401201,105.3006,161.8008
3401202,36.12808,55.51298
3401203,9.918712,15.2407
3401204,88.42471,135.8699
3401205,13.12496,20.1673
3401401,1.164809,1.428725
3401402,.9246879,1.134198
3401403,3.436183,4.214734
3401404,3.815059,4.679453
3401405,.589091,.7225639
3401406,1.534503,1.882182
3401407,.8122144,.9962413
3401501,6.617272,7.171649
3401502,8.625076,9.347662
3401503,3.497078,3.790054
3401504,4.208763,4.561362
3401600,2.787612,3.192452
3401700,16.83858,18.6769
3401901,1.284491,1.402372
3401902,2.591867,2.82973
3401903,1.947736,2.126485
3401904,1.886672,2.059817
3401905,1.047732,1.143885
3402001,3.280261,4.212401
3402002,4.925711,6.325433
3402003,28.02848,35.99324
3402101,1.120991,1.768279
3402102,.9421831,1.486223
3402103,5.966578,9.411828
3402104,1.774306,2.798834
3402201,1.729205,3.27905
3402202,7.146807,13.55232
3402301,3.684244,4.080688
3402302,19.73673,21.8605
3402303,12.06638,13.36478
3402401,4.590775,6.78475
3402501,4.300245,10.93387
3402601,113.8977,186.2836
3500100,3.150408,3.470096
3500200,1.361261,1.289272
3500300,17.59876,17.85609
3500400,11.70597,11.62564
3500500,.4830571,.4958298
3500600,2.620324,2.845017
3500701,2.523361,2.533026
3500702,.2268785,.2277475
3500703,.2669684,.267991
3500704,.128252,.1287433
3500705,.677361,.6799554
3500706,.3653785,.366778
3500800,4.28319,4.284075
3500900,20.63117,20.35206
3501001,5.437544,5.071375
3501002,.1575768,.1469655
3501100,20.52816,21.51052
3600100,23.06686,25.56431
3600200,23.496,24.90237
3600300,25.41184,28.99139
3600401,34.57795,37.90144
3600402,4.549083,4.802659
3600403,15.94362,17.12374
3600500,23.61442,25.69239
3600600,4.569071,5.172148
3600701,.9874216,1.091574
3600702,7.654552,8.461949
3600703,7.881076,8.712367
3600704,30.55444,32.75101
3600800,7.167611,7.81738
3600901,4.778639,5.333977
3600902,.7456329,.8322849
3600903,1.166296,1.301834
3600904,3.402863,3.798319
3600905,15.5713,17.38088
3600906,9.589532,10.70396
3601000,15.85416,17.23612
3601101,1.463239,1.614163
3601102,11.0146,12.15069
3601201,4.387105,4.873971
3601202,4.61553,5.127744
3601203,20.76215,23.06625
3601204,4.953989,5.503764
3601205,2.362397,2.624567
3601206,1.171815,1.301859
3601207,51.87904,57.63638
3601300,13.79065,14.51313
3601500,30.68359,31.16492
3601600,36.54231,39.51011
3601700,22.37704,25.73014
3601801,4.258712,4.841505
3601802,21.55497,24.50471
3601900,29.63153,33.97143
3602001,2.78782,3.036016
3602002,57.99918,63.16278
3602100,28.77239,29.77054
3602201,6.468313,7.146523
3602204,121.3504,131.7374
3602300,23.11176,25.96432
3602403,23.56887,24.80678
3602404,49.00917,51.74802
3602500,67.35124,69.00979
3602600,20.97155,21.83039
3602701,33.87017,36.68978
3602702,10.43081,11.90882
3602803,22.69376,23.81462
3602804,3.739962,3.924682
3602805,11.00614,11.53778
3602901,4.069156,4.567952
3602902,8.569604,9.620064
3602903,7.136928,8.011771
3603001,1.925532,2.494302
3603002,1.31992,1.709803
3603003,1.193571,1.546132
3603102,11.08701,12.47824
3603103,30.85063,34.72185
3603110,5.046269,5.679489
3603111,4.804644,5.407544
3603112,2.376266,2.674446
3603113,1.493421,1.680819
3603114,2.375199,2.673246
3603201,1.632508,6.06079
3603202,2.856069,10.60334
3603203,.9650642,3.582863
3603204,.637978,2.368534
3603205,.6016633,2.233713
3603206,.6683363,2.481241
3603207,.7109879,2.639588
3603208,.8742999,3.245894
3603209,.7282128,2.703537
3603210,1.193429,4.430682
3603211,.5332225,1.979623
3603212,.7150556,2.65469
3603301,1.296546,2.23821
3603302,1.410405,2.434764
3603303,1.555349,2.684977
3603304,1.88866,3.260368
3603305,10.18258,17.57805
3603306,3.494472,6.03246
3603307,1.281703,2.212586
3603308,.8328884,1.437804
3603309,1.266122,2.185689
3603310,.7459958,1.287803
3603311,.9800494,1.691846
3603312,.7426261,1.281985
3603313,.7641749,1.319185
3604103,3.55765,5.59089
3604104,3.66316,5.756701
3604107,7.030097,11.04788
3604108,4.191061,6.586304
3604109,3.233576,5.081604
3604110,2.89376,4.547579
3604111,5.016629,7.883693
3604112,6.179278,9.710811
3604121,6.209502,9.758307
3604165,6.261252,9.839634
3604204,2.368381,3.060438
3604205,1.627572,2.103159
3604207,1.908157,2.465734
3604208,6.058268,7.828535
3604209,4.571708,5.907592
3604210,11.01214,14.22997
3604211,4.172186,5.391327
3604212,6.122379,7.91138
3604221,5.635068,7.281673
3604263,5.081882,6.566843
3604301,7.167668,10.23617
3604302,4.046805,5.779254
3604303,4.1563,5.935623
3604304,3.01232,4.301902
3604305,8.899881,12.70994
3604306,6.071587,8.67085
3604307,5.604876,8.004338
3604308,2.49643,3.565159
3604309,2.344555,3.348266
3604310,5.816482,8.306534
3604311,5.479217,7.824884
3604312,5.372715,7.672789
3604313,4.856678,6.935834
3604314,4.207939,6.009369
3604315,6.673539,9.530499
3604316,2.807739,4.00974
3604317,4.879295,6.968135
3604318,19.30026,27.56275
3604401,8.341469,10.75745
3604402,5.969029,7.697867
3604403,3.673699,4.73773
3604404,5.419074,6.988625
3604405,9.864172,12.72118
3604406,3.497689,4.510741
3604407,14.76697,19.04399
3604408,9.061728,11.68632
3604409,5.921107,7.636065
3604410,7.669102,9.890339
3604411,11.64008,15.01145
3604412,11.90576,15.35409
3604413,15.80882,20.3876
3604414,23.16271,29.87143
3604501,.4874488,1.143567
3604502,.7943919,1.863663
3604503,.7908075,1.855254
3700100,93.6869,96.81968
3700200,11.71347,13.08124
3700300,3.213562,3.713458
3700400,.410506,.4595629
3700500,.3335878,.3499089
3700600,1.890825,2.175788
3700700,16.77966,52.85554
3700800,70.50053,143.2939
3700900,1.57364,1.736182
3701001,.9964424,1.477247
3701101,.2564202,.2967607
3701201,.2917223,.3303949
3701202,.2796195,.3166876
3701203,.5511087,.6241672
3701204,1.165835,1.320386
3701205,.9314653,1.054946
3701206,.9448232,1.070075
3701207,.3592526,.4068774
3701208,.8352368,.9459612
3701301,.2094052,.2708372
3701302,.4243944,.5488965
3701400,1.758403,2.270958
3701500,2.202815,2.444424
3701600,3.648017,4.078544
3701701,.2757832,.3267378
3701702,.2048922,.2427488
3701703,1.669383,1.977823
3701704,.9013226,1.067854
3701801,.5362704,.6149209
3701802,.6369818,.7304028
3701803,2.210139,2.534282
3701900,2.589238,2.918861
3702000,14.05728,15.44852
3702100,7.121779,7.923204
3702201,18.61065,19.64198
3702202,47.89028,50.54417
3702300,88.92215,96.66964
3702400,54.67577,58.02607
3702500,15.49563,17.23915
3702600,8.166069,9.040156
3702700,1.320641,1.491963
3702800,2.350752,2.962295
3702900,1.429519,1.579381
3703001,4.505273,5.195704
3703002,1.418737,1.636158
3703101,.4094696,.5357876
3703102,.8424491,1.102338
3703103,.5384365,.7045398
3703104,.8211531,1.074472
3703105,.7251616,.9488681
3703106,2.044219,2.674844
3703107,1.327282,1.736737
3703108,1.352804,1.770132
3703200,1.77953,2.015489
3703300,4.434566,5.067913
3703400,1.979818,2.333136
3703500,4.663916,5.076465
3703600,1.187225,1.25648
3703700,3.951468,4.351399
3703800,.9836795,1.571626
3703900,.8081944,.9299918
3704000,2.996063,3.262836
3704101,5.136409,7.174042
3704200,1.898988,2.154575
3704300,54.73517,97.97572
3704501,4.008473,5.833255
3704601,21.79282,35.50268
3704701,9.923205,16.72094
3704800,40.50202,52.73086
3704900,7.406812,8.50148
3705001,.2966586,.3440989
3705002,2.716264,3.150637
3705003,.5272911,.6116132
3705200,1.444608,1.753447
3705301,2.382967,2.528718
3705401,.4192953,.4443954
3800100,3.82938,4.332165
3800200,3.973706,4.0955
3800300,2.313908,2.433987
3800400,2.707892,2.839276
3800500,1.430078,1.484802
3800600,3.321513,3.408727
3900100,23.12614,23.21555
3900200,3.60037,3.603259
3900301,8.37629,8.317622
3900302,1.808654,1.795986
3900303,1.711643,1.699654
3900401,5.680547,5.844462
3900500,4.797351,5.177929
3900601,.2443345,.312472
3900602,1.523666,1.94857
3900701,2.879368,2.998987
3900702,2.280795,2.375547
3900703,1.343774,1.399599
3900704,2.095032,2.182067
3900705,5.528804,5.75849
3900706,3.352359,3.491628
3900707,1.643749,1.712036
3900708,1.976714,2.058834
3900709,1.774552,1.848273
3900710,5.894178,6.139043
3900801,2.392154,2.511633
3900802,4.112847,4.318268
3900900,6.706496,7.572819
3901001,6.319898,6.599136
3901002,.4889296,.4947853
3901003,2.037743,2.176282
3901100,1.282826,1.42403
3901201,2.347276,2.456385
3901202,.895627,.9372584
3901203,.9549977,.9993889
3901204,1.998243,2.091128
3901300,.1713821,.1908924
3901400,.4830506,.5132652
3901500,16.23849,18.06391
3901600,.5414076,.6645113
3901700,10.58674,10.85805
3901800,3.56584,3.560316
3901900,2.098534,2.26321
3902000,9.918574,11.67633
3902100,11.73415,13.38113
3902200,3.797148,4.217883
3902300,2.444191,2.974668
3902400,13.45775,13.89773
3902500,2.549234,2.877017
3902600,2.902653,3.405529
3902701,1.29615,1.413022
3902702,.3039974,.3314083
3902703,4.847129,5.26119
3902800,51.9779,53.2306
3902900,7.695302,8.38751
3903000,67.98106,69.58243
3903100,56.8329,57.56573
3903200,1.30068,1.492471
3903301,4.30652,4.887786
3903302,1.293034,1.46756
3903401,11.85739,11.97817
3903402,5.997731,6.058826
3903403,5.785656,5.844592
3903404,7.771079,7.850239
3903405,12.4768,12.6039
3903406,2.944155,2.974145
3903407,6.216272,6.279594
3903408,5.755449,5.814077
3903409,21.0879,21.30271
3903410,6.509555,6.575864
3903411,20.77477,20.98639
3903500,9.57532,10.09249
3903600,1.743052,1.83172
3903701,3.371212,3.572257
3903702,8.644502,9.160025
3903703,2.149602,2.277796
3903704,1.809532,1.917445
3903801,11.9716,12.92783
3903802,2.347327,2.534818
3903803,2.909098,3.141461
3903901,1.547136,1.604574
3903902,4.441539,4.606434
3904000,2.532907,2.85161
3904100,8.128067,9.523728
3904200,310.5873,317.2558
3904300,38.73956,42.23955
3904400,14.56787,15.81366
3904501,15.00639,15.87014
3904602,3.418446,3.628556
3904701,11.14664,11.45945
3904702,8.535803,8.775349
3904703,8.032576,8.257999
3904704,23.27415,23.9273
3904705,4.490642,4.616666
3904706,4.817537,4.952735
3904707,6.193422,6.367233
4020100,7.211716,7.26568
4020200,2.873967,2.881083
4020300,2.68283,2.745307
4020400,4.296828,4.367642
4020500,8.112761,8.27551
4020600,9.279102,9.21008
4020700,5.087052,5.180597
4020801,16.89686,17.66612
4020802,10.3718,10.844
4020803,4.669438,4.882022
4020804,9.285975,9.708736
4020805,10.323,10.79297
4020900,3.529234,3.546941
4021000,1.687883,1.629829
4021100,1.669648,1.645296
4021200,.5391715,.5111707
4021301,1.920188,1.782922
4021302,4.943259,4.589887
4021401,2.919988,2.851632
4021402,5.333326,5.208476
4021403,7.05287,6.887765
4021404,1.716168,1.675994
4021405,1.734569,1.693964
4021406,3.086337,3.014087
4021500,4.284134,4.14593
4021600,8.179327,7.924778
4021700,4.32143,4.097551
4021800,2.490373,2.363602
4021900,3.174918,3.039145
4022000,5.946325,5.880704
4022100,4.377825,4.404156
4100301,30.01002,32.28631
4100501,1.84244,2.059575
4100502,1.665946,1.86228
4100503,53.73656,60.0695
4100504,2.667993,2.98242
4101701,1.404364,1.507779
4101702,31.23649,33.51766
4101900,117.3994,123.8775
4102901,1.992487,2.11498
4102902,73.54297,78.06418
4103903,.7427424,.7947168
4103904,.7080944,.7576442
4103905,64.82471,69.3609
4104301,18.10955,20.09414
4104703,.9827064,1.081745
4104704,1.717045,1.890091
4104705,39.46629,43.44374
4105101,10.43005,11.76231
4105102,8.933802,10.07495
4105103,4.926956,5.556293
4105105,4.350248,4.90592
4105114,30.02642,33.86179
4105116,72.46351,81.71951
4105901,31.10536,35.2693
4106501,50.27815,52.72165
4106720,2.161699,2.180088
4106721,27.90256,28.13992
4106722,4.094552,4.129384
4106723,1.070646,1.079754
4106724,1.196409,1.206587
4107100,4.036641,4.562759
4109000,42.69302,46.63069
4109100,37.96365,40.74369
4109200,40.9728,44.01465
4109300,16.03737,17.96796
4200111,.103048,.130709
4200112,1.435833,1.821251
4200200,23.36174,24.85542
4200300,53.00827,57.29045
4200400,17.43647,19.00417
4200500,26.69654,29.55987
4200600,7.363611,8.21515
4200701,.734386,.8426924
4200702,13.17955,15.38522
4200801,7.932299,9.558291
4200802,5.009254,6.036069
4200803,28.68249,34.53801
4200900,44.38457,48.67568
4201000,24.29637,28.15217
4201100,38.80486,45.06368
4201200,9.282423,9.531198
4201300,60.78594,64.48133
4201400,1.694122,1.661002
4201511,23.56195,24.07943
4201512,45.18185,45.96288
4201600,7.79921,8.561752
4201701,48.02289,50.79361
4201702,39.81762,42.11493
4201801,192.2987,203.3936
4201802,308.7076,326.5187
4201803,94.36028,99.80447
4201804,131.1126,138.6773
4201805,145.5352,153.932
4201806,41.11833,43.49069
4201807,112.993,119.5122
4201900,68.97586,77.66228
4202011,13.67227,14.35398
4202012,7.718093,8.102924
4202013,32.21555,33.82184
4202100,37.54955,38.66677
4202200,53.97025,55.95694
4202301,69.5504,80.20085
4202302,12.79585,15.17332
4202401,42.57553,45.98364
4202402,277.1403,299.325
4202500,1.874766,2.369932
4202600,21.27497,22.70027
4202701,12.5907,13.632
4202702,4.222115,4.571299
4202703,17.63628,19.09487
4202801,13.55668,14.47745
4202802,4.240933,4.655828
4202803,.5502502,.6040817
4202901,6.768275,7.330519
4202902,21.68392,23.47872
4203011,23.91782,26.9789
4203012,12.41886,14.00827
4203013,8.828132,9.957986
4203014,4.377083,4.937277
4203015,6.184043,6.975498
4203111,14.96018,17.13629
4203112,15.8807,18.19069
4203113,5.837239,6.686321
4203114,9.850921,11.28383
4203115,9.89564,11.33505
4203116,5.923925,6.785616
4203117,4.415119,5.05734
4203216,7.632993,9.172713
4203221,8.433823,10.13509
4203222,5.490909,6.598529
4203223,3.863233,4.642521
4203224,3.112218,3.740011
4203225,3.37349,4.053987
4203227,4.497744,5.405025
4203228,5.400412,6.489777
4203229,5.521527,6.635324
4203230,2.470849,2.969266
4203231,5.44665,6.545343
4203311,2.176052,3.440073
4203312,.7359967,1.163521
4203313,1.163149,1.838796
4203314,2.885487,4.561602
4203411,2.184691,2.589952
4203412,.9488812,1.124899
4203413,.872077,1.033848
4203414,1.742486,2.065718
4203415,2.84718,3.375333
4203501,1.938527,2.113712
4203502,7.958937,8.67819
4203503,19.13686,20.86626
4203504,6.521868,7.111253
4203601,4.405313,4.685809
4203602,16.00665,17.02583
4203603,22.63946,24.08097
4203701,8.811604,9.968344
4203702,8.053631,9.085113
4203800,35.53804,36.64065
4203900,47.29723,46.98425
4204011,67.15986,69.91863
4204012,87.68796,90.94097
4400103,1.789114,1.974295
4400105,31.21432,34.44515
4400106,2.284352,2.520793
4400107,5.614506,6.195634
4400200,13.59594,16.12305
4400300,7.410165,14.48287
4400400,12.3914,15.7438
4500101,.9334747,1.129574
4500201,3.152671,3.38569
4500301,6.991263,7.544386
4500302,3.091806,3.336418
4500303,.8249021,.8901653
4500304,.9943491,1.073018
4500305,2.055967,2.218628
4500401,1.968975,2.152409
4500402,2.583165,2.823819
4500403,1.227482,1.341836
4500501,3.454853,4.740802
4500601,.4520093,.7103133
4500602,.8836718,1.388653
4500700,2.103896,2.494448
4500800,2.295725,2.50898
4500901,1.031262,1.162574
4501001,2.144854,2.341418
4501100,.4267794,.4876879
4501200,13.86406,16.71374
4501301,.6324766,.7493904
4501302,1.17093,1.387377
4501401,1.169483,1.449491
4501402,.2764417,.3426299
4501403,2.336541,2.895978
4501501,1.36141,1.675816
4501600,2.451839,2.78
4501700,.4176462,.6883206
4501800,3.239542,3.638846
4501901,99.32045,147.4371
4502001,55.59662,84.80374
4502100,5.056748,6.793308
4502201,2.088972,3.054296
4502202,.206308,.301644
4502301,74.54554,149.3594
4502302,21.27812,42.63284
4502303,60.34441,120.906
4502400,50.92984,56.47851
4502500,.584801,.6625128
4502601,20.57324,32.60002
4502701,12.42887,19.73451
4502702,7.064939,11.21768
4600100,28.15068,29.83492
4600200,4.95331,5.00669
4600300,4.13898,4.301651
4600400,4.015315,4.020604
4600501,4.183192,4.225484
4600601,.1435223,.1454701
4700100,.7759556,.8617286
4700200,18.2431,19.15499
4700301,7.332427,7.888514
4700302,1.042718,1.121797
4700401,15.91488,16.68321
4700501,4.142267,4.29849
4700600,45.62624,46.34787
4700700,7.937268,8.010283
4700800,24.60215,26.63663
4700900,5.653851,6.11018
4701000,13.10617,13.27465
4701101,30.27424,32.42092
4701201,3.236218,3.384283
4701300,3.462703,3.76098
4701400,48.42601,50.73059
4701501,10.97959,11.10133
4701502,13.49214,13.64174
4701503,16.63232,16.81675
4701504,53.19897,53.78888
4701600,26.11292,27.52555
4701700,44.26001,46.88002
4701800,2.665054,2.734851
4701900,12.69078,13.87008
4702001,1.153923,1.212956
4702002,1.645609,1.729796
4702003,9.24023,9.712945
4702101,.6745438,.7246754
4702102,2.756106,2.960937
4702200,7.557544,7.987868
4702300,18.56821,19.17935
4702401,4.772689,4.954521
4702402,5.922067,6.147687
4702403,8.496555,8.820259
4702404,22.30649,23.15633
4702405,7.820184,8.118119
4702406,15.97978,16.58858
4702501,1.17301,1.542235
4702502,.9901387,1.301801
4702503,1.254521,1.649402
4702504,7.954403,10.45818
4702505,2.541173,3.341048
4702506,1.925875,2.532076
4702507,.7130595,.9375067
4702508,3.438492,4.520813
4702600,1.799606,1.937592
4702700,1.895825,2.125683
4702800,1.223582,1.27637
4702900,37.53748,38.41509
4703000,20.25526,20.84997
4703100,12.24608,12.67904
4703200,7.275198,7.6807
4703300,15.01208,15.3637
4703401,39.76961,40.8937
4703402,79.30345,81.54497
4703403,262.8383,270.2675
4703500,34.57426,35.30375
4703600,12.44665,13.01018
