PUMA2020,elasticity,q,population,H_S,homeownership_rate,total_owner_occupied_home_value,mean_rent,mean_labour_earnings,mean_labour_earnings_workingage,mean_income,mean_income_workingage,delta_bar,delta_2050
100900,0.63338745,191535.3986821368,149764.8863357356,245223.4359256832,0.675493320024035,7.532978302808447e9,723.1458742,50070.16896978715,67432.752071142,69002.06453802482,80249.53094204143,0.3128609617200324,0.3668188958385723
101000,0.6496729225573359,145044.0470335836,150169.1264939542,284258.5080019003,0.595952803,7.781325861812918e9,548.3286677248044,38524.22148471085,52555.06947396955,60140.93670881288,65452.10619,0.11945039126066548,0.12413436715767223
101100,0.65651065,116457.0801722442,189323.3211117276,348001.6577726961,0.5508776542804726,7.964791464213349e9,573.6526274079821,34612.00791271937,48288.78528714618,53981.87416892782,61527.41227457253,0.23716171505685116,0.2987247263859338
101201,0.83093584,173406.1095299409,72785.50481953175,114555.8128940149,0.7122614635911937,4.486892681779303e9,749.0028085030863,56695.28716440406,72942.10429275315,78861.77057212149,87694.01934117777,0.9586078368768431,1.1546712179710859
101202,0.45346206,173406.1094,111510.0091247559,196787.9507141113,0.3273959383368492,4.717041084e9,883.0511169433594,44288.06958007813,60482.52832,58508.66211,69727.73876953125,0.03502508143912365,0.04218876191287388
101301,0.717785,152692.8478106606,125738.7391555912,211144.9001512751,0.6205458935386611,6.944645566174487e9,587.4868270192064,47761.80401428821,67871.51844143908,64973.53647950029,79934.8805066781,0.6535170866127438,0.7504348903832292
101401,0.45732769,151737.7659,106392.4125194963,200306.2730325143,0.6340912705255768,6.227874387572623e9,1176.448307394458,50241.73638,67498.82872485525,69810.35712012718,78481.76861817492,0.6025023488925385,0.7031582080164673
101402,0.57930672,151737.7658,82352.61299723742,136226.0157303493,0.720985584,5.133323238452066e9,820.5167035731415,74065.02826511768,94180.83169092213,93168.14165540092,105808.7901536072,0.44508348625579036,0.5194404286187705
101403,0.25136015,151737.7656,193804.9822978973,357036.7685089111,0.3214318772370461,7.850739439e9,761.9367855191231,34562.96247,46484.06372833252,47556.48386764526,52985.16471862793,0.07366902324891374,0.08597638312770538
101404,0.42435762,151737.7661652316,187058.2460081269,329766.5949648177,0.6017055800478752,1.9919833643e10,1231.061130615893,101538.7303507167,130094.8742324309,128778.3280854575,145354.3014060258,0.11660768733747129,0.13608849618254362
101501,0.45502427,257044.9223085493,66652.50739,114744.0884832889,0.6876335342374205,5.488149986890625e9,969.6348894978873,82479.34607,104783.6627056301,109121.6640909612,122442.8633416295,0.3546008385950599,0.4364835754244029
101502,0.6310274,204074.7814018469,186305.0112353308,328094.2904709204,0.6212274584227923,1.413549337206985e10,759.1076941344946,57213.07563861214,75913.40775978881,81057.39291168225,91725.70838921655,0.4249360749310479,0.5166935387893477
101600,0.60951555,140964.2599260086,131420.5146548719,251573.1680247373,0.5737480744643644,7.759954751220374e9,515.7891112346166,35265.94276843906,50579.26710366092,54630.11035,63872.34059794954,0.2682429550410733,0.33665792208679424
101700,0.68497097,120858.0450262608,131690.5177,252899.3498929505,0.565810214,7.009160956086553e9,674.0440664254019,38154.37043526817,53059.51298,60415.21014226275,67365.37453509687,0.9599150812477708,1.3170666517766507
101801,0.44624078,111991.3987061819,84005.34277,147872.4063,0.5758637115359306,3.480743872e9,860.5109710693359,48918.07617,66216.41016,72420.4248,81058.03516,0.10150196629349095,0.12543908944288276
101802,0.37503111,111991.3988345415,114348.9528808594,200023.9755859375,0.4740588814020157,4.498651616e9,897.8461303710938,45273.93945,58954.34961,65754.57031,72613.35742,0.04762434089261107,0.05885554451917241
101901,0.88628447,157221.0040579922,80610.23813370625,150272.9249443011,0.650041859,4.929584319109437e9,833.3074387,51573.30562,71507.76530722273,77277.36856,87211.09489694762,0.4637676416149572,0.5688558336885013
102000,0.68350434,123608.8155976325,142660.7446127403,276932.0358607476,0.5284893501322916,5.995688984694161e9,588.6033161705421,34941.73474964141,51406.55014584331,54917.44085402694,65201.11226434582,0.2983852328357953,0.34308829494820836
102101,0.28725252,228039.6720362001,112869.9809175984,200441.571,0.4934738037379809,6.560560311241722e9,778.5877853616621,50461.30122331344,65223.21135421935,71787.45829,80738.46070559463,0.18364543750258272,0.20987462725484227
102201,0.7275129,155480.4923358122,78339.39342898712,142835.3271579768,0.4709623015116602,4.025573309460087e9,631.5634513,36143.78709441722,53074.18334832924,54392.04637,66598.30243397786,0.31400726201574863,0.37618473713139283
102300,0.72863108,135257.0860877021,151990.2481,276632.7161733987,0.5346954464646678,6.541813717935374e9,746.8941416841847,45110.86003808356,60195.99124198234,66102.53106114051,74968.77441681369,0.12955575354845303,0.14817643613167722
102400,0.78370374,131489.6720032386,76068.95509259317,136985.2773714326,0.5594553203684651,3.206087168558338e9,592.0528108327842,43423.31641513699,59338.97462316049,68481.80470121792,78843.73829863982,0.1903351257909515,0.2411382495538801
102500,0.8590554,114382.5997265825,160973.6176,293888.5894951327,0.534428629,6.392253647050051e9,512.7282599817372,38038.08369645236,55023.20985,62097.25761212347,74315.79605105169,0.23168670861625165,0.26114964222274134
102600,0.7888102091184168,101603.0469658627,132019.6256721615,307391.8215040636,0.4993974807886206,5.738128510098235e9,405.4370326,29343.80926836772,48172.50569881765,50458.23800467503,64147.83625621484,0.26766024417117534,0.30224359758631963
102701,0.80961174,264027.2814108699,156133.2832092219,330659.5377976211,0.5644115743144227,1.644268607278894e10,1018.443983776788,63201.82065588975,87207.22705818072,95134.4988,107097.7407559591,0.681607739190463,0.9814623892646558
102702,0.70188719,264027.2812886562,74732.87521,158270.0628218329,0.5644100913584349,7.870320137543835e9,1018.447877898016,63202.05867838367,87207.63293449445,95134.88293577048,107098.1955,0.6751371554094043,0.9721453145134864
102801,0.88389951,138352.9376660253,159329.0920013871,273457.4422731277,0.6550008263071629,9.708298642801174e9,830.1757991383818,51482.53344,66012.3188775761,75402.88869826688,83150.32471352664,1.4853371574883425,2.6148277189172937
102802,0.58829457,138352.9375,69987.33316865278,129222.6994645564,0.6058390142806659,3.956027012725191e9,844.4832462523365,49338.76076861804,63923.91116610215,72519.03226366514,79734.91019563444,0.39000005578604247,0.6865666045332415
102803,0.49558997,138352.9375921176,182173.3038430214,295093.0409346819,0.3993346020106401,6.575193141171875e9,734.6835584044456,43613.22521138191,56011.38832092285,62282.78140830994,66584.90628767014,0.12311974516553222,0.21674330169703074
400101,0.35367495,318730.2190581086,187569.5005834705,336705.7331094475,0.6729294001077902,1.991019875384205e10,1580.183237,62549.76066,91870.45650781787,95305.1722582157,117206.1824655783,0.013114700956293572,0.013012190079269745
400102,0.25712904,318730.2188,187402.0004543817,273745.8610602442,0.6306027806428698,1.704684751366675e10,1310.386949073124,74015.91305158727,93125.68631064829,106074.1324964189,115526.4339860926,0.007664656524389418,0.0076047432897692595
400103,0.18882941,318730.2188,138691.1506518375,187397.1085562691,0.4024898658757482,5.731020861143441e9,1185.373836138206,52172.06077948693,60688.95003361263,67364.66637693794,72598.66796046891,0.005260748191875023,0.00521962695975267
400104,0.20879252,318730.2188,111673.0447419955,184053.0677970497,0.5216181262977974,6.235019273002226e9,1217.375665710818,45255.39297665797,64177.62859754787,68860.1430324662,77021.85969799443,0.0057827778299985545,0.005737578909385218
400105,0.33639702,318730.2188,173759.0070920943,265581.3529868955,0.6779913940265718,1.705679432632956e10,1697.060040646986,97329.65106407064,116726.2743129318,119270.4229831286,131260.8304273112,0.007833366223202623,0.007772138279986284
400106,0.25379923,318730.2188,113382.6627236259,178752.0577526573,0.54687194,7.936071514098198e9,1392.740076801116,70742.93963485704,84943.91386978199,86864.51273339508,94669.49925,0.006551868631468047,0.006500658032188309
400107,0.41635522,318730.2191677768,147290.1394358157,226591.6962760036,0.7273140912167902,1.895553293957641e10,1724.695643503519,104710.9019034798,139512.4925559279,138671.1247146527,160704.4363588856,0.00915263460261068,0.009081091822065651
400108,0.25348422,318730.2188,108750.2500131008,178471.8399002056,0.5818777700286454,1.111617614587264e10,1416.605179151519,90000.63561193175,100989.4496220615,118177.0661864533,117268.2749772421,0.007841237030909253,0.00777994444824682
400109,0.19491717,318730.2188,105780.5167110488,152454.5521243104,0.2462624221894087,4.070419413235242e9,1442.059584,37728.60317879897,54077.95916699269,50881.83030687479,62289.84333869667,0.006938795760833928,0.006884563205067024
400110,0.23519987,318730.2188,125431.5885664462,251398.7223230404,0.5219283709704698,2.569090484965267e10,1644.260759351516,90823.26293603133,111267.4602623132,130176.7022350453,132954.8069917749,0.009555816265896074,0.009481126148832265
400111,0.4201467,318730.2190136253,107092.9894,215238.3044,0.6284933598645127,2.162246086726924e10,1504.928312,77907.79708,117385.2974167199,123354.3182,133797.2485299725,0.30482761970689454,0.302444958305479
400112,0.62666333,318730.2188,123566.9050832369,250894.1110762879,0.7028609970372792,2.720601039021071e10,1959.664247479021,110787.5099320922,160403.0059039563,160432.5989981992,183907.2196513499,0.047620169117349904,0.04724798023017587
400113,0.24053693,318730.2188,117025.8768373636,217521.1688945091,0.6641348843303666,1.941163382298858e10,1428.107899433424,96162.14480174797,127277.3105260268,131794.2514679431,156967.6980351293,0.007722908112978634,0.007662546171808819
400114,0.20779084,318730.2188,119392.3630938084,191303.9178681636,0.5516524659901298,9.436672639260567e9,1270.923247116889,61479.67451,77772.50926479054,85419.15936,91345.71868944076,0.006455272917364087,0.006404813940320803
400115,0.1981426,318730.2188,98496.04467491864,138888.0789736676,0.5213385633420433,5.506184373787239e9,1024.489490412746,50338.21505950418,62569.87190209752,70422.16703004688,75432.18511052275,0.008026326004633934,0.00796359203880774
400116,0.21788679,318730.2188,137986.9956352004,198137.9792,0.3658532645413138,1.012452728126327e10,1128.252833124158,56304.54429973088,67996.07256184184,80921.60624384554,83056.57680834914,0.004419677658648495,0.0043851310259048005
400117,0.2235759,318730.2188,126659.4253121427,203529.8841647312,0.417059172,1.732791544233129e10,1144.696275919653,79941.22060323594,92742.71048126949,111029.1579359479,108794.8435524757,0.006226156936120289,0.006177490864105119
400118,0.22926475,318730.2188,172589.9669743243,224466.5613580635,0.238491776,6.290470030897098e9,1047.504423702583,51083.5898,60281.71226982748,59266.18419305648,65938.03937,0.008167363499080671,0.008103527710296335
400119,0.33094966,318730.2188,158182.2537235469,175609.7610033229,0.5197622211885005,6.288315385894531e9,912.7423063390888,47719.59116436541,58559.95243898779,62064.01716516912,71218.77370693535,0.008916543084244452,0.008846843086191563
400120,0.29889327,318730.2188,127673.3549,197907.6341408491,0.6946463974097696,1.506620815178516e10,1560.495638503227,88425.3852063492,110906.7054230869,119140.0700944364,128132.9509382099,0.01421147805747769,0.014100395935277425
400121,0.33482024,318730.2188,187714.4915529788,214800.1938869655,0.6118123269424416,7.988123557194824e9,1300.926505870069,70360.16770928726,76643.52681136131,82953.67768130079,86361.60805178434,0.015395121113066498,0.015274786026154978
400122,0.21469679,318730.2188,99039.27093510822,107153.7573689466,0.4132333556641191,2.675901629e9,890.7234033656343,43760.25429448309,50359.82832161002,51100.98163469615,55636.88039779112,0.006145673433854258,0.006097630321541597
400123,0.25850117,318730.2188,117439.5492093537,123621.6750950803,0.6121587889062977,3.596507129291193e9,1158.471895488412,55168.97565110389,58569.68875928735,74418.70686489469,72449.55689561529,0.00649945892888144,0.0064486506867574836
400124,0.26725951,318730.2188,138594.7510891248,157899.0115219197,0.4652058385625867,5.038350919990675e9,1085.354511,51504.75175150194,58858.53633789351,65312.13395582639,68300.64704408754,0.008299773300468518,0.008234896390212637
400125,0.20972595,318730.2188,103210.5945608859,120909.9830258759,0.5857460539983005,5.120851723516617e9,1080.781661446394,52832.56740838732,62811.80401091337,68465.07373202716,72060.74614338673,0.006758317051662496,0.006705492629392639
400126,0.24117623,318730.2188,134198.8149304026,211663.8256885893,0.6140841278539142,1.160174065303667e10,1384.873352440949,61447.08648265003,83992.93136730918,87820.22217291703,102764.8693100183,0.007683051152975871,0.007622998378446978
400127,0.28923556,318730.2188,99405.34256,159303.2503834255,0.667366095898771,7.786208518915527e9,1358.880616309369,51681.89497579075,70721.95087609626,77588.12826849241,85025.79532392696,0.009045923397868921,0.008975221764519375
400128,0.26254365,318730.2188,110714.8213,161637.1785774566,0.7440244726251208,9.268648689560852e9,1181.870898110945,69584.45351186441,87299.61396598257,89863.59317433555,100490.8398599578,0.009120376963852822,0.009049087671986854
400129,0.52892184,318730.2190444552,136600.3191234209,223894.6415846655,0.7323860705108443,1.556888931212986e10,1523.804498,101672.3434,124440.5264293162,128738.3399411188,140791.3094200795,0.05766712373559679,0.05721637601208847
400130,0.26142186,318730.2188,132715.1174,232007.2433308111,0.6152986684383855,1.022944607395338e10,1315.341876824038,28519.59745258174,58935.32208517633,64234.31936940347,75198.94258044475,0.009696192962356747,0.009620402225190288
400131,0.4887321,318730.2188,114698.3168868273,174658.0748983468,0.7163055150921256,1.106653066060518e10,1608.625095931096,47968.94222215755,78462.5287120199,87936.49728,98258.3178014839,0.01111779115354477,0.011030889932351112
400132,0.74743968,318730.2188,111681.0598264388,175155.6574804218,0.6522582685834865,1.231186237667731e10,1355.478453632871,70600.60783550446,96746.30142702209,101374.1831443978,121317.3197449087,0.04147453245015507,0.041150352227735776
400133,0.53284758,318730.2188,126886.4817871764,169226.9817192493,0.6064303680203835,6.998472337232688e9,1395.606165764951,76097.192740772,84594.14096,91641.25553993159,95235.46802910039,0.011767751098366832,0.011675774039851292
400134,0.74999189,318730.2188453171,139513.6547679654,213992.5193541017,0.7295736565130859,1.4861165737e10,758.9489166442486,48996.45920506734,72813.85471059658,72336.8025718153,88046.58539354644,1.4912596055376237,1.479603590609959
400135,0.84430212,318730.2192148468,150220.4786111861,219262.6553782523,0.8047924308539223,1.644376289948535e10,1748.880820780993,112258.3025457859,131159.9409356117,133553.7763547897,144591.4569396973,0.015116970075373624,0.0149988104190687
400400,0.8572694597767965,212599.6114705391,111001.9790777028,201412.3179730619,0.5550099470392924,5.916124680871968e9,696.1541705680415,30772.35682842168,53911.375,60918.24553507701,73570.79109914543,1.749376619791074,1.7929677967774502
400500,0.8820307722860227,392591.9688437204,145166.8038780835,249115.0720643915,0.3921411197643099,1.176667083301798e10,1200.926337605259,41020.33913,62884.03016159244,60555.64513,77994.0396617975,1.6282322728957794,1.8255840412676756
400601,0.8267067926217828,249542.0782599847,116194.8080520452,227659.6566898901,0.5898520925668463,8.886624385250072e9,819.4712087733641,27593.49189177497,47859.73023586967,58793.44710280875,68934.81534956644,0.40571061795904784,0.42022153327901596
400602,0.8267017452188907,249542.0782,60778.00700877472,119081.3567127265,0.5898569882318487,4.648953397286839e9,819.4639599494215,27593.59420805563,47860.19332005677,58794.37021,68935.34940495584,0.40569306005258965,0.42020339187697786
400701,1.0310874,182396.3751,275995.0517350279,418460.0408793932,0.5898730992855048,1.471485054796524e10,775.5618516,37020.79394987618,59431.88524446287,63465.16848169202,76352.70223996937,0.38469383997024625,0.37748956786420573
400803,0.54762644,248131.7346049987,145220.5014459799,237512.9603010226,0.7047771601155635,1.221071896005581e10,1194.373361697285,52753.35389441953,82678.52324089326,89040.35614882066,103579.2395662359,0.14594125708369088,0.13543930385621783
400805,0.71832252,248131.7345,124569.8288574137,167483.9105860417,0.4877801115260485,8.433611378554062e9,885.1801576293456,32516.21161835347,70149.53929794696,59581.08373477079,85773.69743317095,1.16081001046439,1.0772778075736964
400807,0.7080425,248131.7345670884,194585.4973,268616.4820424871,0.6770265200625786,1.017812166104519e10,810.8671083500486,62808.47790119546,81738.21851320051,87381.74758118483,93896.42807649582,0.3886239563791491,0.36065843489334604
400900,0.99837887,188035.0469,176653.7831,319687.7757459506,0.5569169523380992,1.071224906871033e10,637.8197692275862,37800.58901500516,59948.02913499251,60541.52379744872,76831.93787077442,1.7464424427779268,1.7303251546270826
401000,0.8692972316331233,217131.0313192113,185893.3416052464,312545.2813272105,0.4959905459603656,8.216063561065418e9,601.1528348758202,32429.07840377565,47317.09893227002,51008.47951847676,58719.87479133853,0.5178600019577668,0.5326175435863386
401101,0.50602299,176306.3126103014,3430.131149573717,4784.695659242338,0.5898896251532051,1.611358910258942e8,739.1019039911334,44851.76076246239,69044.31974898092,67346.15658290312,82514.50823016837,0.0808224864319241,0.08752259910013013
401901,0.76811647,237705.3125537969,123394.3411440845,182359.0728899193,0.667707805,6.271226650070589e9,755.743803,35089.88249714221,54937.92922517635,62422.23078047719,67119.73292912226,0.2671142665295525,0.26526697703272917
401902,0.58349609,237705.3127122784,109432.1789395712,191119.5157532905,0.7024796185749782,1.067548653549445e10,938.7675614952332,55328.51015117741,74351.89362084947,87522.14919,96154.50166660117,0.010853883716813915,0.010778820738847191
401903,0.56137168,239435.9297,119665.8783419233,216122.0333182001,0.6049512382275479,1.139903896998144e10,1218.089971253328,51375.96350842807,80376.53659341905,86873.73724670571,99721.11336882912,0.01782441124051554,0.01695391693176078
401904,0.54358244,237705.3127325259,117860.4576849653,221610.2924690999,0.6245378651565247,1.898897849159818e10,1285.990895,71229.7059267184,102200.6494629438,118741.7860659525,127105.4649587581,0.010737515724057766,0.010663254732762448
401905,0.650415,237705.3126005009,127008.9464192014,195442.7035865917,0.6533759125658547,9.982879671003448e9,1373.761092840155,51410.70834521202,84146.68250584643,79867.52262935316,102868.9707308466,0.037682389083084994,0.0374217858522387
401906,0.25503233,237705.3125,111502.6729,184918.1004134431,0.4552810132424066,6.743134477514034e9,881.1317866676097,41779.24631184273,54805.90541147023,59730.07949422883,62734.70374344959,0.0009863069088002646,0.0009794876737054814
401907,0.29415911,237705.3125,114116.1163944857,168274.5655038803,0.3039735082401409,4.929507641037672e9,877.1186605,29356.67583246026,42436.67282665926,42759.24079933841,50703.31923802425,0.00088125617532247,0.0008751649398649264
401908,0.42748123,237705.3125,130701.9479619478,148657.9044185628,0.5368208568876807,3.516275880726279e9,1114.867862095595,44093.90414815873,66021.00439008845,66542.97631826752,81331.68594007718,0.0025193076780196735,0.002501885126490173
401909,0.3652927,237705.3125,113669.1016533218,177318.2895,0.6019413675645273,5.751783681e9,1142.587742202626,44131.58190473334,64716.02841010879,65487.68628384177,77905.95827008506,0.0025854129390301835,0.002567535482570736
402502,0.7408458519449479,345202.25,42930.14844,78912.14844,0.6154658198356628,5.178760192e9,858.9968262,34825.79688,57417.73438,71267.64844,77718.50781,0.36553598615975025,0.3850628908311091
402503,0.7408412786385679,345202.2501835024,198331.6977272034,364554.5380285978,0.6154397765930071,2.392405703207813e10,859.0165689229034,34826.51917,57418.35389,71265.60015782714,77718.52829989791,0.36552939574036153,0.38505596654783175
500101,0.66017795,219466.5627745735,263837.2935392857,405786.0676004887,0.6132712377784628,1.827910280953125e10,959.6142632775009,79595.45479094982,99495.63871741295,105173.3755397797,116353.8950361013,0.21838191864006046,0.22750187197380461
500102,0.39403185,219466.5625,23500.57227,36143.63281,0.6133411526679993,1.62827264e9,959.8330078,79625.05469,99528.64844,105206.4766,116389.1953,0.21826881767726766,0.2273840054540992
500201,0.61966485,213711.6721334144,214176.9420928955,320862.5558094978,0.4729968939518585,1.024371919905469e10,870.0651021,63380.72193813324,80886.94396531582,80120.85501480103,92882.15021252632,0.07254835311422447,0.09506515935785953
500202,0.58687758,213711.6719,35834.78906,53684.32813,0.4729655981063843,1.713816832e9,870.0875854492188,63381.86328,80888.21094,80120.57813,92882.6875,0.07254482147134586,0.09506055450004194
500300,0.95545226,147090.0118,152816.0096038271,287252.2726306616,0.5829457637718725,7.740383737822273e9,531.7250123061752,30312.70276119049,44186.61034176242,52851.86980129791,57386.13764292571,0.6774529517829417,0.6937581317458592
500400,0.79671484,132785.1309599439,117361.1792570353,231033.6903,0.5555363241621762,5.448127480597656e9,476.0416166179348,33879.41679354012,51175.8308,54703.05166731775,65490.48899652064,0.41045909744532183,0.41631330857030424
500500,0.6735893062686874,107476.9746872373,172787.9297,276693.2105650902,0.5599780387094029,6.766282631529297e9,626.7711519334698,41898.09993291646,56225.45011942089,60519.46873,70118.32073017955,0.28682608379843294,0.2993059707929412
500600,0.54049462,91575.12707526382,172562.0128305554,285395.1914416552,0.4633599712349223,5.352826900654297e9,539.5341026086826,38578.59706771374,54049.22975251079,55401.50422534347,65066.28172767162,0.1545853305276142,0.17242813290377484
500700,0.6995771811726412,120205.9219654087,64821.49712055922,105067.1680958569,0.4886223114208406,2.187132748e9,557.9415262769908,38467.33703550696,53860.90687587857,55631.53066,65965.26609912515,0.17128538178150107,0.19198109519424078
500800,0.65594923,98168.55968717705,116903.5194566846,201741.3946,0.4761618617396266,3.569496772402344e9,571.113381503732,32844.25709820539,48690.43713873625,47977.96975311637,59110.99337833375,0.13816648811844784,0.149762373061339
500900,0.69284147,172889.6095642448,194816.8043122292,320480.4158056974,0.5862867525002002,9.929878560419922e9,751.9523512,48630.20954453945,64106.62603920698,65894.17002111673,76513.33257979155,0.09568241454913534,0.09960000182773271
501000,0.7114807779222578,133842.5841101335,118815.5343718529,203776.3115150928,0.5922511214039332,5.231553461691406e9,497.1174289444461,32901.30370599031,47634.24727293849,52298.63486179709,62425.89512142539,0.27921734168687135,0.2884428497256738
501100,0.59257901,134273.6055946902,202884.0204956532,330233.0965116024,0.5572569325831864,8.770535461679688e9,701.847921565175,42966.79826724529,57777.42069089413,61095.77238559723,69544.48373067379,0.14361319474328868,0.147508443322514
501200,0.50786686,118681.9571556118,124347.6202269793,228987.1161371469,0.5131734911794297,4.437595607742188e9,602.5255956914043,36172.31778264046,50558.44235076383,52825.60127673298,61554.30571488664,0.24317455470573013,0.24809889289131012
501300,0.84199202,128593.2422610895,182523.4565145969,327293.2807195187,0.4926073546271255,8.572093826769531e9,609.3988448588643,33487.07346770167,47548.98153203726,52374.09085044265,59593.72203412652,1.859474470915117,1.8600733221948293
501400,0.71674168,157821.883,178418.1421421915,298338.3492822349,0.612154424,1.1118489831e10,644.1560484406073,44647.94133025408,62967.37470316887,63877.26151058078,75495.92981,0.08482449561340022,0.08787274603842245
501501,0.55123365,154550.5472276591,189832.5558907762,361963.8407314867,0.5411563942818702,1.082523261574536e10,857.5995552,44318.42436704785,60237.78000643849,70895.59484398365,74815.42742469907,0.8899411039208223,0.9245851721643749
501502,0.34213233,154550.5469577009,182666.3448858857,326537.4687488079,0.4697069209505571,1.054371554158594e10,882.4140041545033,56835.09353709221,72331.85323596,82245.71081995964,87498.14230513573,0.18604866459209912,0.19329123313733176
501600,0.55314749,99719.11042314216,156611.5563011169,300564.2834043503,0.5001162111078656,5.436896841214844e9,500.9230147786438,34700.48094330728,54773.37969003618,49459.05355592072,63416.26270076633,0.36772067109288575,0.37930022392790386
501700,0.938209,91415.33311186897,160146.6774789095,317453.3692,0.5115848318627627,6.139743508e9,567.6871565441834,41576.03236924112,56779.23116118461,56535.91050582379,65348.48268154263,0.1283202635481747,0.12402416801944594
600101,0.11213477,851715.3152211357,164732.8048791786,225347.0998841198,0.3481330742444868,3.703859290785687e10,2091.95043,88539.04621057212,129547.1381594576,126812.8357428536,160776.3269300461,0.09702640953108978,0.11410650509024828
600111,0.16842493,851715.3125,138064.9235687256,173153.8769226074,0.2091354104049969,1.090711462e10,1925.095672130585,95450.55049133301,114987.4346618652,112781.6807403564,129261.6480407715,0.10993360552075913,0.12928575667991404
600112,0.19408181,851715.3137686687,109124.5033934116,170538.1023,0.5519603584396009,3.554568291225781e10,2428.562053950038,154791.3722828627,197854.4421890378,195228.4396010935,223401.5094082057,0.24546901504954766,0.28868023823436206
600113,0.12439333,851715.3125,158173.5274173014,179186.6624471019,0.435412795,1.688903406471255e10,1803.669076904582,93501.17624968788,114602.4732191787,116123.6997707557,128617.0553201086,0.1601697336623627,0.18836524738533017
600114,0.18557018,851715.3126587778,145193.3314791521,193530.6125,0.4519794260580486,2.413267840924337e10,2080.567554282093,111757.3971488254,141638.9578592018,138806.2803,158019.0265657913,0.25377592395104936,0.2984494248939557
600115,0.12630156,851715.3135913287,128523.7593721824,150659.1252744314,0.504939283,1.698778826273188e10,1882.456615569427,83210.54960159143,110575.7376630045,115728.9058491481,136998.4599594241,0.6373358389350464,0.7495291094668555
600116,0.17480622,851715.3125,92266.25486945701,106928.9024435789,0.51287411545625,1.125424023896871e10,1939.756450584156,89874.84171301057,110565.2033590319,113628.2076130892,128377.3295396315,0.6058234819550423,0.7124697650403579
600117,0.11405839,851715.3137203668,104918.7272,133776.2207,0.5980289050437477,2.0302310522e10,2430.095872960985,148229.5570201874,175512.2895,170076.7378740907,190706.8202160597,0.678161481355109,0.7975415917845554
600118,0.12970084,851715.3125,102413.6506385803,132830.6208000183,0.5894054972450249,2.3157624864e10,2491.943996906281,152281.4990158081,180394.6833648682,174080.1378097534,194401.5798,0.4208868381648962,0.49497781162211457
600119,0.16549593,851715.3133,83941.09249087679,118518.2509483271,0.6297451427906089,1.992839525863312e10,2679.210968622863,163202.1474381003,197795.2798961584,195255.6486000483,218086.8562916406,2.2912968916356853,2.6946457397455195
600120,0.12538777,851715.3135063434,144244.8174425611,203790.2759788083,0.629773538,3.422985257648835e10,2679.194148352279,163196.1316322711,197794.6874880289,195256.2886587499,218091.6659373704,2.3079374015319023,2.714215373345482
600121,0.08998426,851715.3135431284,123732.0484633446,161595.7765569687,0.5834085492519989,2.9578701313e10,2545.590540230274,155713.8437722921,184652.6170015335,177748.6181821823,197879.1004166603,0.3285135362512709,0.38634351299392106
600122,0.13927074,851715.3125,70344.7482662201,81605.37705230713,0.5133635336751468,8.633221484e9,1942.291656523943,90229.05177497864,111050.8143,114060.5088977814,128949.5771408081,0.6054199096259579,0.7119952397592327
