GEOID,scenario,period,HDD,CDD,midyear,SST
4500700,RCP45,2055-2085,1059.8850978602882,1441.1147221786905,2070,1.54
4500800,RCP45,2055-2085,1043.4636473822225,1476.6182292873189,2070,1.54
4500901,RCP45,2055-2085,1156.1905479567406,1326.7689654636165,2070,1.54
4501001,RCP45,2055-2085,1117.9836483941747,1372.7910042290243,2070,1.54
4501100,RCP45,2055-2085,958.4261509276943,1523.951252663595,2070,1.54
4501200,RCP45,2055-2085,825.3268763572551,1638.7996662315074,2070,1.54
4501301,RCP45,2055-2085,956.4234790086764,1538.308801661837,2070,1.54
4501302,RCP45,2055-2085,909.8240774193125,1560.835432172349,2070,1.54
4501401,RCP45,2055-2085,1021.411544211676,1451.4588892739946,2070,1.54
4501402,RCP45,2055-2085,981.4473683601208,1515.4289659911283,2070,1.54
4501403,RCP45,2055-2085,959.9774142714092,1510.3058249465412,2070,1.54
4501501,RCP45,2055-2085,1069.5837748404806,1408.0114460475518,2070,1.54
4501600,RCP45,2055-2085,1020.4607186846864,1470.2557054811512,2070,1.54
4501700,RCP45,2055-2085,901.8601426090373,1538.0837307836732,2070,1.54
4501800,RCP45,2055-2085,788.0105069701087,1642.7075924003998,2070,1.54
4501901,RCP45,2055-2085,686.0183524515869,1729.2166450556135,2070,1.54
4502001,RCP45,2055-2085,599.0736476948179,1783.4392685317885,2070,1.54
4502100,RCP45,2055-2085,742.6398014128027,1644.5683990521316,2070,1.54
4502201,RCP45,2055-2085,731.4416289480228,1639.8017889924147,2070,1.54
4502202,RCP45,2055-2085,713.1286154080328,1648.1272749076884,2070,1.54
4502301,RCP45,2055-2085,666.5001908775243,1702.5287427980668,2070,1.54
4502302,RCP45,2055-2085,699.1182532754224,1667.9289608410113,2070,1.54
4502303,RCP45,2055-2085,672.8327960597665,1662.9680017556532,2070,1.54
4502400,RCP45,2055-2085,770.3926624701147,1597.9902853117244,2070,1.54
4502500,RCP45,2055-2085,853.4540286880884,1564.350657070436,2070,1.54
4502601,RCP45,2055-2085,869.268413249407,1551.6022322379667,2070,1.54
4502701,RCP45,2055-2085,831.4021286221446,1536.8586908178017,2070,1.54
4502702,RCP45,2055-2085,799.1752680498521,1569.4294917060129,2070,1.54
4600100,RCP45,2055-2085,3258.1504153374926,519.4161721414725,2070,1.54
4600200,RCP45,2055-2085,3154.471703667949,662.3089310405439,2070,1.54
4600300,RCP45,2055-2085,3713.614832277776,557.1356255433728,2070,1.54
4600400,RCP45,2055-2085,3303.0798108628346,693.2938385275181,2070,1.54
4600501,RCP45,2055-2085,3148.6882745647135,724.5949638370756,2070,1.54
4600601,RCP45,2055-2085,3270.3365113509803,669.8752517288467,2070,1.54
4700100,RCP45,2055-2085,1448.3121829011968,1327.0330161620777,2070,1.54
4700200,RCP45,2055-2085,1537.0897551016951,1178.108324502233,2070,1.54
4700301,RCP45,2055-2085,1551.1970038925087,1167.6005351816102,2070,1.54
4700302,RCP45,2055-2085,1570.1903076171875,1170.642822265625,2070,1.54
4700401,RCP45,2055-2085,1544.7254304228184,1179.8709948469595,2070,1.54
4700501,RCP45,2055-2085,1486.397834763151,1225.493768138858,2070,1.54
4700600,RCP45,2055-2085,1529.250735810843,1124.253345409854,2070,1.54
4700700,RCP45,2055-2085,1625.070269652998,1040.058856968956,2070,1.54
4700800,RCP45,2055-2085,1734.7983785185672,960.2465058664674,2070,1.54
4700900,RCP45,2055-2085,1773.773189599048,846.0078345461505,2070,1.54
4701000,RCP45,2055-2085,1777.7371247847043,836.4284939214829,2070,1.54
4701101,RCP45,2055-2085,2099.9573569974264,538.418084921954,2070,1.54
4701201,RCP45,2055-2085,1701.3835007641935,887.6291481110595,2070,1.54
4701300,RCP45,2055-2085,1584.8046944161044,1063.0864351104494,2070,1.54
4701400,RCP45,2055-2085,1808.9883941510943,792.442753945454,2070,1.54
4701501,RCP45,2055-2085,1489.8506538073673,1140.2050900716274,2070,1.54
4701502,RCP45,2055-2085,1466.1092273914626,1150.7910306144076,2070,1.54
4701503,RCP45,2055-2085,1443.8673613877343,1175.0773001020214,2070,1.54
4701504,RCP45,2055-2085,1523.627209269006,1111.3362157373228,2070,1.54
4701600,RCP45,2055-2085,1565.4511528450253,1028.597856537209,2070,1.54
4701700,RCP45,2055-2085,1598.5282961883215,1043.1601044334736,2070,1.54
4701800,RCP45,2055-2085,1621.8993594693911,995.0755179990109,2070,1.54
4701900,RCP45,2055-2085,1473.8928402258982,1208.5640406935634,2070,1.54
4702001,RCP45,2055-2085,1422.4755859375,1236.4931640625,2070,1.54
4702002,RCP45,2055-2085,1452.8602046722224,1227.3982296285628,2070,1.54
4702003,RCP45,2055-2085,1458.3009446871922,1175.269631192441,2070,1.54
4702101,RCP45,2055-2085,1490.9490158745396,1191.5902634607985,2070,1.54
4702102,RCP45,2055-2085,1480.6591269818575,1197.7208911083828,2070,1.54
4702200,RCP45,2055-2085,1503.1751139718276,1163.5796617199385,2070,1.54
4702300,RCP45,2055-2085,1506.1439512175007,1173.1057007268832,2070,1.54
4702401,RCP45,2055-2085,1438.913894240949,1256.8395355810928,2070,1.54
4702402,RCP45,2055-2085,1428.2536880191535,1269.436181636115,2070,1.54
4702403,RCP45,2055-2085,1443.2412046636705,1251.7261637915503,2070,1.54
4702404,RCP45,2055-2085,1488.8875513239072,1217.3690920219901,2070,1.54
4702405,RCP45,2055-2085,1423.3369140625,1275.24609375,2070,1.54
4702406,RCP45,2055-2085,1451.1909497907718,1240.8240643203078,2070,1.54
4702501,RCP45,2055-2085,1209.2561220727055,1549.9728993733972,2070,1.54
4702502,RCP45,2055-2085,1228.5418701171875,1525.3165283203125,2070,1.54
4702503,RCP45,2055-2085,1227.3384951213893,1528.0747420210398,2070,1.54
4702504,RCP45,2055-2085,1263.500405973218,1500.1445417666423,2070,1.54
4702505,RCP45,2055-2085,1258.3995405961266,1489.643709099453,2070,1.54
4702506,RCP45,2055-2085,1245.4476345088171,1503.3160575617642,2070,1.54
4702507,RCP45,2055-2085,1228.5418701171875,1525.3165283203125,2070,1.54
4702508,RCP45,2055-2085,1207.9830364535414,1550.596265678638,2070,1.54
4702600,RCP45,2055-2085,1310.376121142341,1428.830922334682,2070,1.54
4702700,RCP45,2055-2085,1372.9335857407168,1379.2034179505936,2070,1.54
4702800,RCP45,2055-2085,1413.7343985432792,1304.5089745034657,2070,1.54
4702900,RCP45,2055-2085,1402.2909572999793,1295.4207096318464,2070,1.54
4703000,RCP45,2055-2085,1465.2566169423753,1186.8621859474035,2070,1.54
4703100,RCP45,2055-2085,1460.1109590905967,1179.2977140162486,2070,1.54
4703200,RCP45,2055-2085,1433.2195534088016,1153.5177050092543,2070,1.54
4703300,RCP45,2055-2085,1463.8739488234762,1096.9892963958835,2070,1.54
4703401,RCP45,2055-2085,1368.2242809938366,1196.2701142545043,2070,1.54
4703402,RCP45,2055-2085,1371.3420806269726,1195.7010871487305,2070,1.54
4703403,RCP45,2055-2085,1386.5091618827666,1187.8294247129468,2070,1.54
4703500,RCP45,2055-2085,1445.3497751960356,1138.450812752309,2070,1.54
4703600,RCP45,2055-2085,1410.785320957106,1132.6208187281836,2070,1.54
4703700,RCP45,2055-2085,1543.3512589577697,1001.0386883842519,2070,1.54
4800100,RCP45,2055-2085,1495.0736459599777,1310.3527866526479,2070,1.54
4800200,RCP45,2055-2085,1509.4442688645177,1263.84825398895,2070,1.54
4800300,RCP45,2055-2085,1507.2096755001728,1228.9766797223901,2070,1.54
4800400,RCP45,2055-2085,1183.5980436574507,1480.040101058171,2070,1.54
4800501,RCP45,2055-2085,1231.6217041015625,1394.22998046875,2070,1.54
4800502,RCP45,2055-2085,1233.339697597258,1397.322340614017,2070,1.54
4800600,RCP45,2055-2085,1006.0249439096227,1797.6139877343742,2070,1.54
4800700,RCP45,2055-2085,1044.3346739251967,1826.3224816972458,2070,1.54
4800800,RCP45,2055-2085,1023.2754350735391,1724.6912048503937,2070,1.54
4800900,RCP45,2055-2085,927.4241155950973,1753.5288173460472,2070,1.54
4801000,RCP45,2055-2085,987.39426627804,1650.8982834119913,2070,1.54
4801100,RCP45,2055-2085,929.0361474534718,1686.9202991822176,2070,1.54
4801200,RCP45,2055-2085,855.6495423586246,1716.454114860795,2070,1.54
4801300,RCP45,2055-2085,871.4945764860228,1717.6658809657472,2070,1.54
4801400,RCP45,2055-2085,852.2258035193239,1813.442962245816,2070,1.54
4801501,RCP45,2055-2085,841.2740635070852,1692.0736869676546,2070,1.54
4801502,RCP45,2055-2085,848.0583921500314,1684.819355972547,2070,1.54
4801600,RCP45,2055-2085,832.7236470731723,1708.3864790527086,2070,1.54
4801700,RCP45,2055-2085,736.0625505325174,1761.6617918392062,2070,1.54
4801800,RCP45,2055-2085,781.9460871424197,1771.5057943777142,2070,1.54
4801901,RCP45,2055-2085,895.7078293824853,1842.5322649953782,2070,1.54
4801902,RCP45,2055-2085,906.0129501551393,1846.7384247221198,2070,1.54
4801903,RCP45,2055-2085,926.4411027907212,1805.6798215460794,2070,1.54
4801904,RCP45,2055-2085,926.1774679085821,1802.821594958714,2070,1.54
4801905,RCP45,2055-2085,929.3565111663379,1800.075240637961,2070,1.54
4801907,RCP45,2055-2085,967.9925798668019,1747.9232274207163,2070,1.54
4801908,RCP45,2055-2085,949.3530056479835,1804.3937125377956,2070,1.54
4801909,RCP45,2055-2085,907.3502846063974,1844.050512333399,2070,1.54
4802001,RCP45,2055-2085,895.1374518665835,1858.799396015219,2070,1.54
4802002,RCP45,2055-2085,895.8055709408395,1865.6300855137133,2070,1.54
4802003,RCP45,2055-2085,891.8396785046456,1881.7054019339791,2070,1.54
4802004,RCP45,2055-2085,903.7984619140625,1851.1893310546875,2070,1.54
4802005,RCP45,2055-2085,894.5862395361389,1880.3801446631971,2070,1.54
4802006,RCP45,2055-2085,935.3799754896546,1840.0253699565562,2070,1.54
4802101,RCP45,2055-2085,798.8630701524729,1890.5164111434112,2070,1.54
4802102,RCP45,2055-2085,848.0532170529617,1865.7720571702478,2070,1.54
4802200,RCP45,2055-2085,882.0399499917387,1788.5985343059879,2070,1.54
4802301,RCP45,2055-2085,871.5645751953125,1850.1766357421875,2070,1.54
4802302,RCP45,2055-2085,871.5645751953125,1850.1766357421875,2070,1.54
4802303,RCP45,2055-2085,855.6364939777507,1865.9177372782192,2070,1.54
4802304,RCP45,2055-2085,821.561561229195,1899.2209951786542,2070,1.54
4802305,RCP45,2055-2085,847.0654176782272,1874.3881977474382,2070,1.54
4802306,RCP45,2055-2085,871.2057972739998,1851.0069742133178,2070,1.54
4802307,RCP45,2055-2085,866.1998968862756,1862.5923907834517,2070,1.54
4802308,RCP45,2055-2085,871.5645751953125,1850.1766357421875,2070,1.54
4802309,RCP45,2055-2085,860.6913441365293,1875.3411219529462,2070,1.54
4802310,RCP45,2055-2085,851.1317749023438,1897.46533203125,2070,1.54
4802311,RCP45,2055-2085,851.1317749023438,1897.46533203125,2070,1.54
4802312,RCP45,2055-2085,851.1317749023438,1897.46533203125,2070,1.54
4802313,RCP45,2055-2085,851.7376952860247,1896.0630188588798,2070,1.54
4802314,RCP45,2055-2085,851.9148221717903,1871.652957102089,2070,1.54
4802315,RCP45,2055-2085,851.1840230593905,1887.762802197229,2070,1.54
4802316,RCP45,2055-2085,851.3011474609375,1866.0126953125,2070,1.54
4802317,RCP45,2055-2085,848.7850466637859,1868.8222646560066,2070,1.54
4802318,RCP45,2055-2085,847.8152836702393,1875.8995229572088,2070,1.54
4802319,RCP45,2055-2085,848.2374384664361,1874.7021807889575,2070,1.54
4802320,RCP45,2055-2085,851.7644106281759,1900.3910291122058,2070,1.54
4802321,RCP45,2055-2085,852.1002439257551,1900.451788229273,2070,1.54
4802322,RCP45,2055-2085,851.642321049121,1899.0396970006627,2070,1.54
4802400,RCP45,2055-2085,925.465343552932,1807.9077613475833,2070,1.54
4802501,RCP45,2055-2085,854.3021240234375,1907.24169921875,2070,1.54
4802502,RCP45,2055-2085,854.3021240234375,1907.24169921875,2070,1.54
4802503,RCP45,2055-2085,839.5898763142402,1906.0529147628883,2070,1.54
4802504,RCP45,2055-2085,837.2505493164062,1905.8638916015625,2070,1.54
4802505,RCP45,2055-2085,837.2505493164062,1905.8638916015625,2070,1.54
4802506,RCP45,2055-2085,854.8128954619616,1885.306565499202,2070,1.54
4802507,RCP45,2055-2085,838.8292567758189,1905.9914549029152,2070,1.54
4802508,RCP45,2055-2085,860.5252609613054,1880.1920517746807,2070,1.54
4802509,RCP45,2055-2085,859.0597673437653,1903.0264393266955,2070,1.54
4802510,RCP45,2055-2085,856.8337480114724,1905.133872226569,2070,1.54
4802511,RCP45,2055-2085,878.3866187713215,1887.1889787663586,2070,1.54
4802512,RCP45,2055-2085,877.8784317880281,1887.6120946182875,2070,1.54
4802513,RCP45,2055-2085,865.5548095703125,1872.7327880859375,2070,1.54
4802514,RCP45,2055-2085,886.1543425968811,1845.4658707965957,2070,1.54
4802515,RCP45,2055-2085,896.9336275668877,1858.7712983838062,2070,1.54
4802516,RCP45,2055-2085,889.770999139069,1872.622961155774,2070,1.54
4802600,RCP45,2055-2085,887.5188391621539,1784.590306858187,2070,1.54
4802700,RCP45,2055-2085,898.7548079550494,1760.7531565918464,2070,1.54
4802900,RCP45,2055-2085,800.6813044161592,1769.0933497532892,2070,1.54
4803000,RCP45,2055-2085,871.0203714735219,1762.7933189469668,2070,1.54
4803100,RCP45,2055-2085,878.124750930908,1734.7037980680589,2070,1.54
4803305,RCP45,2055-2085,969.4358246471197,1519.0656110245056,2070,1.54
4803306,RCP45,2055-2085,968.642694233585,1520.4680024261086,2070,1.54
4803307,RCP45,2055-2085,1071.3686922886795,1370.3428258171837,2070,1.54
4803308,RCP45,2055-2085,923.7675644586392,1580.0084638234096,2070,1.54
4803309,RCP45,2055-2085,817.1039301291181,1713.3423257537618,2070,1.54
4803310,RCP45,2055-2085,968.3193623531887,1520.3805040219167,2070,1.54
4803400,RCP45,2055-2085,727.957969735895,1807.73642958925,2070,1.54
4803501,RCP45,2055-2085,667.1824949353577,1970.3021238094632,2070,1.54
4803502,RCP45,2055-2085,638.8529369924782,1968.7316400781256,2070,1.54
4803600,RCP45,2055-2085,508.8999568028804,2049.174058523774,2070,1.54
4803700,RCP45,2055-2085,708.9065059486674,1932.5199628786686,2070,1.54
4803801,RCP45,2055-2085,683.1799306926843,2023.445294284037,2070,1.54
4803802,RCP45,2055-2085,682.4991380233134,1991.3122447954233,2070,1.54
4803900,RCP45,2055-2085,529.4510598474009,1945.8335072189625,2070,1.54
4804000,RCP45,2055-2085,623.0600717974348,1844.6434675452822,2070,1.54
4804100,RCP45,2055-2085,572.1438048629624,1874.2504125371988,2070,1.54
4804200,RCP45,2055-2085,445.5298959526104,1963.1427537317732,2070,1.54
4804301,RCP45,2055-2085,435.2324707599239,1970.2029278735463,2070,1.54
4804302,RCP45,2055-2085,387.50485708784583,2004.845529563713,2070,1.54
4804400,RCP45,2055-2085,431.6952199809583,1981.2401064581575,2070,1.54
4804501,RCP45,2055-2085,484.50856665357634,1954.8902532964278,2070,1.54
4804502,RCP45,2055-2085,461.3493081617608,2005.3683390708525,2070,1.54
4804503,RCP45,2055-2085,440.83922040015295,2006.5059052089264,2070,1.54
4804504,RCP45,2055-2085,441.6656953725069,1983.3527210518666,2070,1.54
4804601,RCP45,2055-2085,412.3308410644531,2013.906982421875,2070,1.54
4804602,RCP45,2055-2085,395.33502554195456,2025.6753344876681,2070,1.54
4804603,RCP45,2055-2085,384.5362243652344,2033.1527099609375,2070,1.54
4804604,RCP45,2055-2085,396.89556677815466,2024.594774472382,2070,1.54
4804605,RCP45,2055-2085,380.9310302734375,2024.3828125,2070,1.54
4804606,RCP45,2055-2085,404.4843541808397,2010.1655288965794,2070,1.54
4804607,RCP45,2055-2085,412.0273756146133,2009.9583324422151,2070,1.54
4804608,RCP45,2055-2085,412.3308410644531,2013.906982421875,2070,1.54
4804609,RCP45,2055-2085,412.3308410644531,2013.906982421875,2070,1.54
4804610,RCP45,2055-2085,412.1343780867848,2015.5561120168054,2070,1.54
4804611,RCP45,2055-2085,410.1811664623839,2031.9515628706436,2070,1.54
4804612,RCP45,2055-2085,410.1511675083429,2032.2033770471014,2070,1.54
4804613,RCP45,2055-2085,400.10702633146167,2036.2167123671788,2070,1.54
4804614,RCP45,2055-2085,382.87081393087345,2048.8509171830547,2070,1.54
4804615,RCP45,2055-2085,382.5698103998567,2051.688185226415,2070,1.54
4804616,RCP45,2055-2085,383.3301740811831,2044.5209750376457,2070,1.54
4804617,RCP45,2055-2085,384.5362243652344,2033.1527099609375,2070,1.54
4804618,RCP45,2055-2085,384.0941458309444,2032.077321697036,2070,1.54
4804619,RCP45,2055-2085,382.72933850602016,2028.7573283794068,2070,1.54
4804620,RCP45,2055-2085,381.1227429369722,2024.8491675306454,2070,1.54
4804621,RCP45,2055-2085,380.8380431212428,2024.3564877439765,2070,1.54
4804622,RCP45,2055-2085,393.35771356435214,2013.4043726508817,2070,1.54
4804623,RCP45,2055-2085,405.2330312537579,2007.8749137304926,2070,1.54
4804624,RCP45,2055-2085,441.67025830698435,1983.2942095678607,2070,1.54
4804625,RCP45,2055-2085,419.7701428527753,2005.098113897409,2070,1.54
4804626,RCP45,2055-2085,417.22831697998413,2011.153475454905,2070,1.54
4804627,RCP45,2055-2085,440.529794800347,1998.3471635078122,2070,1.54
4804628,RCP45,2055-2085,409.72115142671055,2035.8129744121218,2070,1.54
4804629,RCP45,2055-2085,432.1042652075066,2016.2819192438633,2070,1.54
4804630,RCP45,2055-2085,441.1559798547197,2014.8580214294846,2070,1.54
4804631,RCP45,2055-2085,415.11336847596766,2035.005600482953,2070,1.54
4804633,RCP45,2055-2085,409.2860412597656,2039.46533203125,2070,1.54
4804634,RCP45,2055-2085,409.20767920566766,2039.8100803723114,2070,1.54
4804635,RCP45,2055-2085,397.8912445426325,2051.5326947495655,2070,1.54
4804636,RCP45,2055-2085,409.0744781467677,2039.632180616999,2070,1.54
4804637,RCP45,2055-2085,383.0183689545903,2060.181249437338,2070,1.54
4804638,RCP45,2055-2085,381.5455627441406,2061.3427734375,2070,1.54
4804639,RCP45,2055-2085,417.9275953917319,2042.6332842014565,2070,1.54
4804640,RCP45,2055-2085,423.3025702905193,2037.8674847515013,2070,1.54
4804701,RCP45,2055-2085,329.8135083094663,2048.112528421078,2070,1.54
4804702,RCP45,2055-2085,361.177651805536,2038.1373571642755,2070,1.54
4804801,RCP45,2055-2085,383.08405984148743,2033.987820775252,2070,1.54
4804802,RCP45,2055-2085,334.30774699004434,2069.686625838025,2070,1.54
4804803,RCP45,2055-2085,312.4792340312738,2099.0471802491916,2070,1.54
4804901,RCP45,2055-2085,382.1111203748205,2056.0118107514945,2070,1.54
4804902,RCP45,2055-2085,381.5455627441406,2061.3427734375,2070,1.54
4804903,RCP45,2055-2085,379.2773336836684,2070.168430955511,2070,1.54
4804904,RCP45,2055-2085,382.29131120991383,2061.5376218640076,2070,1.54
4804906,RCP45,2055-2085,372.26816774359025,2099.655667868027,2070,1.54
4804907,RCP45,2055-2085,360.1686962653208,2089.68301556776,2070,1.54
4805000,RCP45,2055-2085,347.17581238996644,2137.1157343498207,2070,1.54
4805100,RCP45,2055-2085,416.5393694389165,2110.31501021795,2070,1.54
4805201,RCP45,2055-2085,578.8315653728029,2025.4998274143077,2070,1.54
4805202,RCP45,2055-2085,599.638864389371,1980.9031771422387,2070,1.54
4805203,RCP45,2055-2085,580.2634841571382,1983.117904786952,2070,1.54
4805204,RCP45,2055-2085,649.045737408406,1890.037775473513,2070,1.54
4805301,RCP45,2055-2085,496.73893310919476,2099.0562846662256,2070,1.54
4805302,RCP45,2055-2085,532.4050714659105,2057.531196399975,2070,1.54
4805303,RCP45,2055-2085,531.7833862304688,2058.78564453125,2070,1.54
4805304,RCP45,2055-2085,498.6374078651736,2069.5926679717745,2070,1.54
4805305,RCP45,2055-2085,533.8765727927075,2055.711429075947,2070,1.54
4805306,RCP45,2055-2085,545.9203574379433,2030.2597988104735,2070,1.54
4805307,RCP45,2055-2085,541.5841373300603,1993.371342186039,2070,1.54
4805308,RCP45,2055-2085,553.9435616053571,1987.1756515803177,2070,1.54
4805309,RCP45,2055-2085,598.7757391512133,1928.522247818798,2070,1.54
4805401,RCP45,2055-2085,539.4253178930907,1951.63930220621,2070,1.54
4805402,RCP45,2055-2085,470.99818447190233,2082.5653422189607,2070,1.54
4805500,RCP45,2055-2085,314.65902738941725,2211.7440223934423,2070,1.54
4805600,RCP45,2055-2085,271.1942818723869,2228.0002491282817,2070,1.54
4805700,RCP45,2055-2085,424.43695379708754,2124.050162019508,2070,1.54
4805800,RCP45,2055-2085,501.76993136742624,1987.4139241383016,2070,1.54
4805901,RCP45,2055-2085,390.56931320725124,2246.599461595377,2070,1.54
4805902,RCP45,2055-2085,411.4876764446051,2188.8020062284,2070,1.54
4805903,RCP45,2055-2085,395.4907769745405,2225.4072362285942,2070,1.54
4805904,RCP45,2055-2085,409.08140824857435,2207.816382328657,2070,1.54
4805905,RCP45,2055-2085,386.4890441894531,2264.16943359375,2070,1.54
4805906,RCP45,2055-2085,386.80074333145245,2262.8272316034017,2070,1.54
4805907,RCP45,2055-2085,353.30786386963723,2341.3174894761073,2070,1.54
4805908,RCP45,2055-2085,386.4890441894531,2264.16943359375,2070,1.54
4805909,RCP45,2055-2085,446.0770155670517,2116.505246097891,2070,1.54
4805910,RCP45,2055-2085,501.4951177874653,1979.1743578707365,2070,1.54
4805911,RCP45,2055-2085,501.58495308518854,1979.6650755013636,2070,1.54
4805912,RCP45,2055-2085,484.157470703125,2026.2432861328125,2070,1.54
4805913,RCP45,2055-2085,432.39769036757514,2142.027343726856,2070,1.54
4805914,RCP45,2055-2085,420.3951380659666,2187.7970118663184,2070,1.54
4805915,RCP45,2055-2085,484.8954726810481,2024.7920847391142,2070,1.54
4805916,RCP45,2055-2085,467.1858787557191,2062.8823548199807,2070,1.54
4806000,RCP45,2055-2085,622.6608975661261,1801.4854575872325,2070,1.54
4806100,RCP45,2055-2085,356.40826735185914,2389.5233965264374,2070,1.54
4806301,RCP45,2055-2085,185.39892184892804,2767.272180446389,2070,1.54
4806302,RCP45,2055-2085,211.51004309562504,2693.9723797775337,2070,1.54
4806500,RCP45,2055-2085,254.56393640348665,2295.938814830559,2070,1.54
4806601,RCP45,2055-2085,197.5558407988348,2450.2727521095135,2070,1.54
4806603,RCP45,2055-2085,190.08677673339844,2425.39501953125,2070,1.54
4806604,RCP45,2055-2085,207.1194467989578,2392.1210224924225,2070,1.54
4806701,RCP45,2055-2085,100.51044306557839,2642.156738866088,2070,1.54
4806702,RCP45,2055-2085,105.97090484287038,2690.449759855254,2070,1.54
4806703,RCP45,2055-2085,87.72448099572692,2662.205573041118,2070,1.54
4806801,RCP45,2055-2085,104.82758773904034,2738.40345078774,2070,1.54
4806802,RCP45,2055-2085,111.89021775268411,2746.3381736436395,2070,1.54
4806803,RCP45,2055-2085,106.40310530930547,2766.398199651062,2070,1.54
4806804,RCP45,2055-2085,118.57135388790246,2745.9747428240175,2070,1.54
4806805,RCP45,2055-2085,110.64709779972537,2773.4278790672683,2070,1.54
4806806,RCP45,2055-2085,127.38686597944024,2744.296004283616,2070,1.54
4806807,RCP45,2055-2085,121.04803020296876,2759.0715827612275,2070,1.54
4807200,RCP45,2055-2085,754.3822478404188,1810.0842226450618,2070,1.54
4807300,RCP45,2055-2085,782.6146251987433,1783.7501049260477,2070,1.54
4807401,RCP45,2055-2085,485.45001220703125,2107.960693359375,2070,1.54
4807402,RCP45,2055-2085,490.1948961604958,2084.3588699702495,2070,1.54
4807500,RCP45,2055-2085,449.81872930039054,2266.978467231767,2070,1.54
4807600,RCP45,2055-2085,223.36839624555617,2625.0111365603434,2070,1.54
4807700,RCP45,2055-2085,166.50258117025098,2578.976957042543,2070,1.54
4903000,RCP45,2055-2085,2494.273554561058,628.2818796691283,2070,1.54
4905000,RCP45,2055-2085,3665.836267139207,161.11615742942163,2070,1.54
4911002,RCP45,2055-2085,2350.532522338169,710.1878768724752,2070,1.54
4911003,RCP45,2055-2085,2213.090461942947,794.8948197872543,2070,1.54
4911004,RCP45,2055-2085,2770.084024607843,451.36487963193946,2070,1.54
4913000,RCP45,2055-2085,2866.411894215152,513.6187383184163,2070,1.54
4921000,RCP45,2055-2085,2759.0302535431274,421.7753845852579,2070,1.54
4935008,RCP45,2055-2085,3607.40829649834,220.30289688058227,2070,1.54
4935009,RCP45,2055-2085,2417.570914084289,598.315660357885,2070,1.54
4935011,RCP45,2055-2085,2593.077594611912,526.2630975205451,2070,1.54
4935012,RCP45,2055-2085,3142.781583724381,319.6935635997646,2070,1.54
4935013,RCP45,2055-2085,2540.4785231847045,558.6343745555562,2070,1.54
4935014,RCP45,2055-2085,2311.4734538381567,688.238656915079,2070,1.54
4935015,RCP45,2055-2085,2868.5896385213873,452.7252428267842,2070,1.54
4935016,RCP45,2055-2085,2503.730637386005,567.6702287484129,2070,1.54
4935017,RCP45,2055-2085,2652.965976264181,512.147687876652,2070,1.54
4949001,RCP45,2055-2085,2586.5554917563963,516.7197094636796,2070,1.54
4949002,RCP45,2055-2085,3025.0284905428753,341.9434662642932,2070,1.54
4949003,RCP45,2055-2085,2891.9734640902634,366.054604303449,2070,1.54
4949004,RCP45,2055-2085,3734.1434222662338,109.34997904156363,2070,1.54
4953000,RCP45,2055-2085,2194.0364016874555,614.6601509772573,2070,1.54
4957001,RCP45,2055-2085,2356.242281241435,713.3807433772695,2070,1.54
4957002,RCP45,2055-2085,3601.323304231723,167.80054632960682,2070,1.54
5000100,RCP45,2055-2085,3805.3216052143334,229.43403518903884,2070,1.54
5000200,RCP45,2055-2085,3506.0792297814814,323.2177203556063,2070,1.54
5000300,RCP45,2055-2085,3466.8189662876266,357.93605481201644,2070,1.54
5000400,RCP45,2055-2085,3267.77832144118,383.9039026806673,2070,1.54
5101301,RCP45,2055-2085,1662.5118408203125,1201.317626953125,2070,1.54
5101302,RCP45,2055-2085,1662.5118408203125,1201.317626953125,2070,1.54
5101500,RCP45,2055-2085,1918.8358039524253,865.0588072527646,2070,1.54
5101900,RCP45,2055-2085,1575.039955519128,1123.9572218761978,2070,1.54
5104101,RCP45,2055-2085,1518.407568095808,1216.812893340017,2070,1.54
5104102,RCP45,2055-2085,1461.6151066674502,1249.514373649314,2070,1.54
5104103,RCP45,2055-2085,1471.2283899829067,1238.2441768872984,2070,1.54
5105901,RCP45,2055-2085,1670.4399322149945,1187.6410872539172,2070,1.54
5105902,RCP45,2055-2085,1671.8761200714691,1188.0757523827583,2070,1.54
5105904,RCP45,2055-2085,1668.4076489013698,1191.9280066758856,2070,1.54
5105905,RCP45,2055-2085,1644.8517255537618,1209.991538509159,2070,1.54
5105906,RCP45,2055-2085,1662.5863147812292,1201.199020274628,2070,1.54
5105907,RCP45,2055-2085,1662.5118408203125,1201.317626953125,2070,1.54
5105908,RCP45,2055-2085,1631.505126727262,1223.58167963613,2070,1.54
5106100,RCP45,2055-2085,1681.6882760908913,1119.9317862931123,2070,1.54
5106900,RCP45,2055-2085,1893.1652678114058,971.0077124430119,2070,1.54
5107300,RCP45,2055-2085,1476.9801130439491,1156.3117834852392,2070,1.54
5108300,RCP45,2055-2085,1487.9889463370882,1211.1677994123067,2070,1.54
5108501,RCP45,2055-2085,1485.1475336878402,1216.3063183804677,2070,1.54
5108701,RCP45,2055-2085,1499.556148482645,1222.9211611044707,2070,1.54
5108702,RCP45,2055-2085,1554.9811917977033,1202.9764402065505,2070,1.54
5109500,RCP45,2055-2085,1433.8124731954397,1205.6169513679863,2070,1.54
5110701,RCP45,2055-2085,1754.194998016079,1115.5154333916037,2070,1.54
5110702,RCP45,2055-2085,1706.3863136470309,1150.890924352642,2070,1.54
