State10,PUMA10,GEOID10,GISJOIN10,State10_Name,PUMA10_Name,State20,PUMA20,GEOID20,GISJOIN20,State20_Name,PUMA20_Name,PUMA10_Pop10,PUMA20_Pop10,Part_Pop10,pPUMA10_Pop10,pPUMA20_Pop10,PUMA10_Pop20,PUMA20_Pop20,Part_Pop20,pPUMA10_Pop20,pPUMA20_Pop20,PUMA10_Land,PUMA20_Land,Part_Land,pPUMA10_Land,pPUMA20_Land
45,00501,4500501,G45000501,South Carolina,York County (West & Outside Rock Hill City),37,03001,3703001,G37003001,North Carolina,Gaston County (Northwest)--Mount Holly City,"107,135","101,959",11,0.01,0.01,"136,518","107,816",25,0.02,0.02,"1,387,684,126","706,629,514","41,749",0,0.01
45,00501,4500501,G45000501,South Carolina,York County (West & Outside Rock Hill City),37,03108,3703108,G37003108,North Carolina,Mecklenburg County (South)--Matthews Town (South),"107,135","104,409",0,0,0,"136,518","144,605",76,0.06,0.05,"1,387,684,126","224,134,180",197,0,0
45,00501,4500501,G45000501,South Carolina,York County (West & Outside Rock Hill City),45,00501,4500501,G45000501,South Carolina,Union and York (West) Counties--York City,"107,135","108,775","53,431",49.87,49.12,"136,518","116,595","60,376",44.23,51.78,"1,387,684,126","2,110,760,143","1,093,077,864",78.77,51.79
45,00501,4500501,G45000501,South Carolina,York County (West & Outside Rock Hill City),45,00601,4500601,G45000601,South Carolina,York County (North & East)--Fort Mill Town,"107,135","73,513","37,995",35.46,51.68,"136,518","113,521","60,137",44.05,52.97,"1,387,684,126","211,326,416","96,027,262",6.92,45.44
45,00501,4500501,G45000501,South Carolina,York County (West & Outside Rock Hill City),45,00602,4500602,G45000602,South Carolina,York County (East & South)--Fort Mill Town,"107,135","99,118","15,698",14.65,15.84,"136,518","108,190","15,905",11.65,14.7,"1,387,684,126","459,552,971","198,537,054",14.31,43.2
45,00502,4500502,G45000502,South Carolina,York County (East)--Rock Hill City & Fort Mill Town,45,00601,4500601,G45000601,South Carolina,York County (North & East)--Fort Mill Town,"118,938","73,513","35,518",29.86,48.32,"145,669","113,521","53,384",36.65,47.03,"376,311,702","211,326,416","115,299,154",30.64,54.56
45,00502,4500502,G45000502,South Carolina,York County (East)--Rock Hill City & Fort Mill Town,45,00602,4500602,G45000602,South Carolina,York County (East & South)--Fort Mill Town,"118,938","99,118","83,420",70.14,84.16,"145,669","108,190","92,285",63.35,85.3,"376,311,702","459,552,971","261,012,548",69.36,56.8
45,00502,4500502,G45000502,South Carolina,York County (East)--Rock Hill City & Fort Mill Town,45,00700,4500700,G45000700,South Carolina,"Chester, Fairfield & Lancaster Counties","118,938","133,758",0,0,0,"145,669","149,258",0,0,0,"376,311,702","4,703,507,396",0,0,0
45,00601,4500601,G45000601,South Carolina,Lexington (South & West) & Saluda Counties--Lexington Town & Red Bank,45,01100,4501100,G45001100,South Carolina,"Edgefield, Greenwood, McCormick & Saluda Counties","162,725","126,746","19,875",12.21,15.68,"185,689","123,396","18,846",10.15,15.27,"2,592,084,234","4,578,826,064","1,172,679,205",45.24,25.61
45,00601,4500601,G45000601,South Carolina,Lexington (South & West) & Saluda Counties--Lexington Town & Red Bank,45,01301,4501301,G45001301,South Carolina,Lexington (North and East) County--Irmo (West) & West Columbia Cities,"162,725","135,722","57,711",35.47,42.52,"185,689","156,341","72,603",39.1,46.44,"2,592,084,234","548,090,869","340,338,917",13.13,62.1
45,00601,4500601,G45000601,South Carolina,Lexington (South & West) & Saluda Counties--Lexington Town & Red Bank,45,01302,4501302,G45001302,South Carolina,Lexington (South & West) County and Cayce,"162,725","126,759","85,139",52.32,67.17,"185,689","137,650","94,240",50.75,68.46,"2,592,084,234","1,262,306,166","1,079,066,112",41.63,85.48
45,00602,4500602,G45000602,South Carolina,"Lexington County (North & East)--West Columbia, Cayce Cities, Irmo Town & Seven Oaks",45,01301,4501301,G45001301,South Carolina,Lexington (North and East) County--Irmo (West) & West Columbia Cities,"119,541","135,722","77,905",65.17,57.4,"127,043","156,341","83,621",65.82,53.49,"391,231,319","548,090,869","207,425,103",53.02,37.85
45,00602,4500602,G45000602,South Carolina,"Lexington County (North & East)--West Columbia, Cayce Cities, Irmo Town & Seven Oaks",45,01302,4501302,G45001302,South Carolina,Lexington (South & West) County and Cayce,"119,541","126,759","41,620",34.82,32.83,"127,043","137,650","43,410",34.17,31.54,"391,231,319","1,262,306,166","183,240,054",46.84,14.52
